date,product_id,warehouse_id,units_sold,predicted_demand
2023-07-16,P0006,W005,18,18.591236
2023-07-17,P0006,W005,18,13.985068
2023-07-18,P0006,W005,13,14.2829075
2023-07-19,P0006,W005,13,13.847212
2023-07-20,P0006,W005,10,13.764638
2023-07-21,P0006,W005,15,13.253002
2023-07-22,P0006,W005,18,17.48872
2023-07-23,P0006,W005,19,17.923086
2023-07-24,P0006,W005,14,13.087169
2023-07-25,P0006,W005,10,13.257023
2023-07-26,P0006,W005,17,12.781766
2023-07-27,P0006,W005,14,13.21283
2023-07-28,P0006,W005,14,13.066596
2023-07-29,P0006,W005,22,17.516342
2023-07-30,P0006,W005,16,18.327133
2023-07-31,P0006,W005,10,13.125484
2023-08-01,P0006,W005,11,12.988483
2023-08-02,P0006,W005,13,12.912398
2023-08-03,P0006,W005,13,13.082718
2023-08-04,P0006,W005,16,12.538742
2023-08-05,P0006,W005,17,17.009285
2023-08-06,P0006,W005,13,16.864628
2023-08-07,P0006,W005,11,11.913434
2023-08-08,P0006,W005,11,12.412649
2023-08-09,P0006,W005,12,12.2260895
2023-08-10,P0006,W005,11,12.20802
2023-08-11,P0006,W005,10,12.122142
2023-08-12,P0006,W005,16,15.358464
2023-08-13,P0006,W005,15,15.421987
2023-08-14,P0006,W005,10,11.428655
2023-08-15,P0006,W005,15,11.533106
2023-08-16,P0006,W005,12,11.565104
2023-08-17,P0006,W005,16,11.426647
2023-08-18,P0006,W005,14,11.860163
2023-08-19,P0006,W005,14,15.518309
2023-08-20,P0006,W005,20,15.64016
2023-08-21,P0006,W005,14,12.112939
2023-08-22,P0006,W005,11,12.441397
2023-08-23,P0006,W005,11,11.921228
2023-08-24,P0006,W005,12,11.954093
2023-08-25,P0006,W005,11,12.161922
2023-08-26,P0006,W005,17,15.491277
2023-08-27,P0006,W005,16,15.823724
2023-08-28,P0006,W005,13,11.81478
2023-08-29,P0006,W005,12,11.705888
2023-08-30,P0006,W005,10,11.655132
2023-08-31,P0006,W005,9,11.991258
2023-09-01,P0006,W005,10,11.284947
2023-09-02,P0006,W005,19,14.911027
2023-09-03,P0006,W005,17,15.409413
2023-09-04,P0006,W005,11,11.040945
2023-09-05,P0006,W005,13,11.216347
2023-09-06,P0006,W005,11,11.433161
2023-09-07,P0006,W005,11,11.328104
2023-09-08,P0006,W005,12,11.500567
2023-09-09,P0006,W005,13,15.044709
2023-09-10,P0006,W005,12,14.903289
2023-09-11,P0006,W005,12,11.101857
2023-09-12,P0006,W005,11,11.301137
2023-09-13,P0006,W005,10,11.0103445
2023-09-14,P0006,W005,12,10.764778
2023-09-15,P0006,W005,10,10.962073
2023-09-16,P0006,W005,16,14.438133
2023-09-17,P0006,W005,11,14.391376
2023-09-18,P0006,W005,9,10.458702
2023-09-19,P0006,W005,9,10.618936
2023-09-20,P0006,W005,11,10.154716
2023-09-21,P0006,W005,9,10.250038
2023-09-22,P0006,W005,14,10.068883
2023-09-23,P0006,W005,17,13.61063
2023-09-24,P0006,W005,15,13.714273
2023-09-25,P0006,W005,12,10.574611
2023-09-26,P0006,W005,9,10.682822
2023-09-27,P0006,W005,13,10.518959
2023-09-28,P0006,W005,10,10.758887
2023-09-29,P0006,W005,11,10.823746
2023-09-30,P0006,W005,13,13.841684
2023-10-01,P0006,W005,12,14.013188
2023-10-02,P0006,W005,12,10.227419
2023-10-03,P0006,W005,10,10.585772
2023-10-04,P0006,W005,10,10.771621
2023-10-05,P0006,W005,7,10.649186
2023-10-06,P0006,W005,11,10.548686
2023-10-07,P0006,W005,14,13.571006
2023-10-08,P0006,W005,12,13.591737
2023-10-09,P0006,W005,10,10.180176
2023-10-10,P0006,W005,10,10.248196
2023-10-11,P0006,W005,8,10.168821
2023-10-12,P0006,W005,13,10.008873
2023-10-13,P0006,W005,13,10.370208
2023-10-14,P0006,W005,16,13.456079
2023-10-15,P0006,W005,17,14.037424
2023-10-16,P0006,W005,10,10.690393
2023-10-17,P0006,W005,11,10.784788
2023-10-18,P0006,W005,10,10.6381
2023-10-19,P0006,W005,11,11.122178
2023-10-20,P0006,W005,12,11.154588
2023-10-21,P0006,W005,14,14.138407
2023-10-22,P0006,W005,11,14.440635
2023-10-23,P0006,W005,12,10.754372
2023-10-24,P0006,W005,10,11.158738
2023-10-25,P0006,W005,13,10.9457245
2023-10-26,P0006,W005,14,11.445436
2023-10-27,P0006,W005,13,11.561935
2023-10-28,P0006,W005,14,14.878359
2023-10-29,P0006,W005,15,14.852478
2023-10-30,P0006,W005,11,11.440737
2023-10-31,P0006,W005,10,11.406198
2023-11-01,P0006,W005,10,11.548312
2023-11-02,P0006,W005,11,11.507984
2023-11-03,P0006,W005,11,11.332564
2023-11-04,P0006,W005,12,14.668515
2023-11-05,P0006,W005,15,14.516809
2023-11-06,P0006,W005,11,11.013735
2023-11-07,P0006,W005,8,11.167996
2023-11-08,P0006,W005,11,11.310906
2023-11-09,P0006,W005,8,11.098738
2023-11-10,P0006,W005,10,10.808928
2023-11-11,P0006,W005,13,14.062386
2023-11-12,P0006,W005,15,14.263013
2023-11-13,P0006,W005,11,10.337694
2023-11-14,P0006,W005,11,10.705169
2023-11-15,P0006,W005,15,10.810486
2023-11-16,P0006,W005,10,11.131142
2023-11-17,P0006,W005,14,11.150223
2023-11-18,P0006,W005,17,14.54638
2023-11-19,P0006,W005,17,15.055449
2023-11-20,P0006,W005,15,11.667404
2023-11-21,P0006,W005,11,12.2348995
2023-11-22,P0006,W005,12,12.159631
2023-11-23,P0006,W005,11,12.261903
2023-11-24,P0006,W005,8,12.138921
2023-11-25,P0006,W005,37,37.19024
2023-11-26,P0006,W005,21,16.838112
2023-11-27,P0006,W005,10,12.107519
2023-11-28,P0006,W005,10,12.326138
2023-11-29,P0006,W005,13,12.038525
2023-11-30,P0006,W005,12,12.320128
2023-12-01,P0006,W005,16,12.4678
2023-12-02,P0006,W005,16,16.700085
2023-12-03,P0006,W005,21,16.767265
2023-12-04,P0006,W005,14,12.731355
2023-12-05,P0006,W005,15,13.08181
2023-12-06,P0006,W005,12,13.3983
2023-12-07,P0006,W005,13,13.320696
2023-12-08,P0006,W005,14,13.51419
2023-12-09,P0006,W005,19,17.520023
2023-12-10,P0006,W005,16,18.320974
2023-12-11,P0006,W005,13,13.6294
2023-12-12,P0006,W005,17,13.683693
2023-12-13,P0006,W005,16,13.806513
2023-12-14,P0006,W005,11,14.234183
2023-12-15,P0006,W005,15,14.2378025
2023-12-16,P0006,W005,22,18.664448
2023-12-17,P0006,W005,16,19.238605
2023-12-18,P0006,W005,15,14.189804
2023-12-19,P0006,W005,16,14.505371
2023-12-20,P0006,W005,11,14.777036
2023-12-21,P0006,W005,13,14.154701
2023-12-22,P0006,W005,13,14.477226
2023-12-23,P0006,W005,19,18.781712
2023-12-24,P0006,W005,18,18.682291
2023-12-25,P0006,W005,28,26.806074
2023-12-26,P0006,W005,14,15.201805
2023-12-27,P0006,W005,11,14.825192
2023-12-28,P0006,W005,9,14.367652
2023-12-29,P0006,W005,14,14.296513
2023-12-30,P0006,W005,20,18.851274
2023-12-31,P0006,W005,20,19.283718
2024-01-01,P0006,W005,18,19.095299
2024-01-02,P0006,W005,17,14.399642
2024-01-03,P0006,W005,15,14.675068
2024-01-04,P0006,W005,18,14.926875
2024-01-05,P0006,W005,18,15.440537
2024-01-06,P0006,W005,23,20.22968
2024-01-07,P0006,W005,22,20.730627
2024-01-08,P0006,W005,13,15.549241
2024-01-09,P0006,W005,15,15.113813
2024-01-10,P0006,W005,20,15.643754
2024-01-11,P0006,W005,15,15.927723
2024-01-12,P0006,W005,12,16.01964
2024-01-13,P0006,W005,23,20.732601
2024-01-14,P0006,W005,23,21.260822
2024-01-15,P0006,W005,16,16.364592
2024-01-16,P0006,W005,23,21.431818
2024-01-17,P0006,W005,25,21.435295
2024-01-18,P0006,W005,27,21.913666
2024-01-19,P0006,W005,24,23.544304
2024-01-20,P0006,W005,34,30.404512
2024-01-21,P0006,W005,27,25.889854
2024-01-22,P0006,W005,16,19.260735
2024-01-23,P0006,W005,24,19.921867
2024-01-24,P0006,W005,22,19.936148
2024-01-25,P0006,W005,16,19.733986
2024-01-26,P0006,W005,22,19.744965
2024-01-27,P0006,W005,21,26.963808
2024-01-28,P0006,W005,31,26.96692
2024-01-29,P0006,W005,17,20.453703
2024-01-30,P0006,W005,19,20.803284
2024-01-31,P0006,W005,19,20.603151
2024-02-01,P0006,W005,17,20.219439
2024-02-02,P0006,W005,19,20.093754
2024-02-03,P0006,W005,27,26.367962
2024-02-04,P0006,W005,23,26.498777
2024-02-05,P0006,W005,19,19.845215
2024-02-06,P0006,W005,20,19.804838
2024-02-07,P0006,W005,15,19.640182
2024-02-08,P0006,W005,18,19.24792
2024-02-09,P0006,W005,22,19.717325
2024-02-10,P0006,W005,23,25.672956
2024-02-11,P0006,W005,26,25.778397
2024-02-12,P0006,W005,14,19.354681
2024-02-13,P0006,W005,19,19.511047
2024-02-14,P0006,W005,18,19.287136
2024-02-15,P0006,W005,19,19.32661
2024-02-16,P0006,W005,18,19.460579
2024-02-17,P0006,W005,29,25.243317
2024-02-18,P0006,W005,21,26.122086
2024-02-19,P0006,W005,18,19.035395
2024-02-20,P0006,W005,17,19.332031
2024-02-21,P0006,W005,15,19.347715
2024-02-22,P0006,W005,19,19.012798
2024-02-23,P0006,W005,16,18.736897
2024-02-24,P0006,W005,26,24.419773
2024-02-25,P0006,W005,26,24.741049
2024-02-26,P0006,W005,19,18.646023
2024-02-27,P0006,W005,21,18.992893
2024-02-28,P0006,W005,12,18.603521
2024-02-29,P0006,W005,23,18.436565
2024-03-01,P0006,W005,19,18.754353
2024-03-02,P0006,W005,28,24.926699
2024-03-03,P0006,W005,21,25.388077
2024-03-04,P0006,W005,16,18.90027
2024-03-05,P0006,W005,21,18.874989
2024-03-06,P0006,W005,21,18.543158
2024-03-07,P0006,W005,16,19.054707
2024-03-08,P0006,W005,21,18.999464
2024-03-09,P0006,W005,28,25.279886
2024-03-10,P0006,W005,28,25.987232
2024-03-11,P0006,W005,20,19.567099
2024-03-12,P0006,W005,20,19.846306
2024-03-13,P0006,W005,25,19.622252
2024-03-14,P0006,W005,18,20.261478
2024-03-15,P0006,W005,22,20.157705
2024-03-16,P0006,W005,27,26.464146
2024-03-17,P0006,W005,20,26.677313
2024-03-18,P0006,W005,15,19.752138
2024-03-19,P0006,W005,20,19.839449
2024-03-20,P0006,W005,15,19.734192
2024-03-21,P0006,W005,13,19.089916
2024-03-22,P0006,W005,30,18.980154
2024-03-23,P0006,W005,22,25.571754
2024-03-24,P0006,W005,29,25.110138
2024-03-25,P0006,W005,25,22.873608
2024-03-26,P0006,W005,27,19.74187
2024-03-27,P0006,W005,25,20.291471
2024-03-28,P0006,W005,21,20.277847
2024-03-29,P0006,W005,16,20.538044
2024-03-30,P0006,W005,32,26.519749
2024-03-31,P0006,W005,21,27.964748
2024-04-01,P0006,W005,23,20.421797
2024-04-02,P0006,W005,17,20.439999
2024-04-03,P0006,W005,18,20.255014
2024-04-04,P0006,W005,27,20.255585
2024-04-05,P0006,W005,21,20.863352
2024-04-06,P0006,W005,23,27.479193
2024-04-07,P0006,W005,25,27.387379
2024-04-08,P0006,W005,20,20.086504
2024-04-09,P0006,W005,17,20.149193
2024-04-10,P0006,W005,22,20.033329
2024-04-11,P0006,W005,17,19.905575
2024-04-12,P0006,W005,13,19.328093
2024-04-13,P0006,W005,25,24.947796
2024-04-14,P0006,W005,23,24.719769
2024-04-15,P0006,W005,20,18.790424
2024-04-16,P0006,W005,19,18.554787
2024-04-17,P0006,W005,22,19.00175
2024-04-18,P0006,W005,22,18.895672
2024-04-19,P0006,W005,14,19.089018
2024-04-20,P0006,W005,25,24.575874
2024-04-21,P0006,W005,24,25.107586
2024-04-22,P0006,W005,19,18.55942
2024-04-23,P0006,W005,14,18.868656
2024-04-24,P0006,W005,10,18.684032
2024-04-25,P0006,W005,24,17.67735
2024-04-26,P0006,W005,19,18.119232
2024-04-27,P0006,W005,26,23.466856
2024-04-28,P0006,W005,22,24.171688
2024-04-29,P0006,W005,15,17.816437
2024-04-30,P0006,W005,18,17.86855
2024-05-01,P0006,W005,16,17.750956
2024-05-02,P0006,W005,21,17.734346
2024-05-03,P0006,W005,20,17.444601
2024-05-04,P0006,W005,27,23.26089
2024-05-05,P0006,W005,26,23.903988
2024-05-06,P0006,W005,13,17.68988
2024-05-07,P0006,W005,18,17.635416
2024-05-08,P0006,W005,17,17.609634
2024-05-09,P0006,W005,19,17.90033
2024-05-10,P0006,W005,17,17.810492
2024-05-11,P0006,W005,25,22.897861
2024-05-12,P0006,W005,26,23.27341
2024-05-13,P0006,W005,18,17.731874
2024-05-14,P0006,W005,19,18.022053
2024-05-15,P0006,W005,20,18.221384
2024-05-16,P0006,W005,19,17.84878
2024-05-17,P0006,W005,19,18.250902
2024-05-18,P0006,W005,26,23.900328
2024-05-19,P0006,W005,22,24.195795
2024-05-20,P0006,W005,16,17.519764
2024-05-21,P0006,W005,19,17.7126
2024-05-22,P0006,W005,17,17.85018
2024-05-23,P0006,W005,18,18.033611
2024-05-24,P0006,W005,18,18.089825
2024-05-25,P0006,W005,29,23.447758
2024-05-26,P0006,W005,26,24.052004
2024-05-27,P0006,W005,21,17.829243
2024-05-28,P0006,W005,19,18.503832
2024-05-29,P0006,W005,18,18.320019
2024-05-30,P0006,W005,19,18.152927
2024-05-31,P0006,W005,16,18.049158
2024-06-01,P0006,W005,19,23.559608
2024-06-02,P0006,W005,25,23.65963
2024-06-03,P0006,W005,19,17.54788
2024-06-04,P0006,W005,21,17.726809
2024-06-05,P0006,W005,19,17.942862
2024-06-06,P0006,W005,16,17.92535
2024-06-07,P0006,W005,14,17.61078
2024-06-08,P0006,W005,23,22.850658
2024-06-09,P0006,W005,22,23.043451
2024-06-10,P0006,W005,15,16.962456
2024-06-11,P0006,W005,18,16.973206
2024-06-12,P0006,W005,14,17.003315
2024-06-13,P0006,W005,15,16.45198
2024-06-14,P0006,W005,24,16.528616
2024-06-15,P0006,W005,18,21.89975
2024-06-16,P0006,W005,23,22.086603
2024-06-17,P0006,W005,19,16.665283
2024-06-18,P0006,W005,18,16.851833
2024-06-19,P0006,W005,18,16.654814
2024-06-20,P0006,W005,17,16.488539
2024-06-21,P0006,W005,16,16.903538
2024-06-22,P0006,W005,25,21.659172
2024-06-23,P0006,W005,25,22.204638
2024-06-24,P0006,W005,18,16.831032
2024-06-25,P0006,W005,19,17.001228
2024-06-26,P0006,W005,18,16.972334
2024-06-27,P0006,W005,15,16.889414
2024-06-28,P0006,W005,14,17.19434
2024-06-29,P0006,W005,21,21.674408
2024-06-30,P0006,W005,21,22.102564
2024-07-01,P0006,W005,16,16.100622
2024-07-02,P0006,W005,19,16.190384
2024-07-03,P0006,W005,14,16.271788
2024-07-04,P0006,W005,19,20.140318
2024-07-05,P0006,W005,16,16.13028
2024-07-06,P0006,W005,19,21.496058
2024-07-07,P0006,W005,14,20.965603
2024-07-08,P0006,W005,14,15.263774
2024-07-09,P0006,W005,12,14.910632
2024-07-10,P0006,W005,17,14.50483
2024-07-11,P0006,W005,13,14.729092
2024-07-12,P0006,W005,14,14.547802
2024-07-13,P0006,W005,19,18.317991
2024-07-14,P0006,W005,20,18.55071
2024-07-15,P0006,W005,15,14.188789
2024-07-16,P0006,W005,15,14.447606
2024-07-17,P0006,W005,12,14.285474
2024-07-18,P0006,W005,13,13.825862
2024-07-19,P0006,W005,11,13.4498415
2024-07-20,P0006,W005,19,17.668457
2024-07-21,P0006,W005,16,17.931019
2024-07-22,P0006,W005,16,13.205247
2024-07-23,P0006,W005,9,13.342232
2024-07-24,P0006,W005,17,12.969713
2024-07-25,P0006,W005,14,13.094965
2024-07-26,P0006,W005,13,12.999712
2024-07-27,P0006,W005,19,17.333279
2024-07-28,P0006,W005,21,17.505556
2024-07-29,P0006,W005,17,12.806683
2024-07-30,P0006,W005,13,13.169188
2024-07-31,P0006,W005,9,13.16712
2024-08-01,P0006,W005,13,13.12151
2024-08-02,P0006,W005,12,13.060272
2024-08-03,P0006,W005,18,16.869415
2024-08-04,P0006,W005,15,17.246538
2024-08-05,P0006,W005,10,12.495525
2024-08-06,P0006,W005,12,12.087655
2024-08-07,P0006,W005,15,12.375573
2024-08-08,P0006,W005,13,12.45428
2024-08-09,P0006,W005,14,12.472012
2024-08-10,P0006,W005,15,16.517052
2024-08-11,P0006,W005,19,16.370932
2024-08-12,P0006,W005,11,12.2416115
2024-08-13,P0006,W005,11,12.421512
2024-08-14,P0006,W005,15,12.07647
2024-08-15,P0006,W005,14,12.154677
2024-08-16,P0006,W005,9,12.087212
2024-08-17,P0006,W005,18,15.824262
2024-08-18,P0006,W005,12,16.412498
2024-08-19,P0006,W005,14,11.88117
2024-08-20,P0006,W005,14,11.893662
2024-08-21,P0006,W005,14,12.277766
2024-08-22,P0006,W005,15,12.040005
2024-08-23,P0006,W005,12,12.241582
2024-08-24,P0006,W005,14,16.10176
2024-08-25,P0006,W005,20,19.690462
2024-08-26,P0006,W005,15,15.983608
2024-08-27,P0006,W005,15,15.978727
2024-08-28,P0006,W005,15,16.535307
2024-08-29,P0006,W005,18,16.534489
2024-08-30,P0006,W005,12,16.510029
2024-08-31,P0006,W005,23,21.788773
2024-09-01,P0006,W005,15,18.186665
2024-09-02,P0006,W005,9,13.397197
2024-09-03,P0006,W005,12,13.064975
2024-09-04,P0006,W005,9,12.725873
2024-09-05,P0006,W005,11,12.4522705
2024-09-06,P0006,W005,15,12.500192
2024-09-07,P0006,W005,13,16.324207
2024-09-08,P0006,W005,13,16.117277
2024-09-09,P0006,W005,12,11.5724945
2024-09-10,P0006,W005,12,12.045186
2024-09-11,P0006,W005,12,12.006358
2024-09-12,P0006,W005,10,12.008501
2024-09-13,P0006,W005,12,11.494513
2024-09-14,P0006,W005,13,15.16552
2024-09-15,P0006,W005,15,14.753999
2024-09-16,P0006,W005,11,11.190058
2024-09-17,P0006,W005,12,11.453646
2024-09-18,P0006,W005,12,11.363414
2024-09-19,P0006,W005,11,11.524377
2024-09-20,P0006,W005,9,11.494154
2024-09-21,P0006,W005,11,14.284571
2024-09-22,P0006,W005,12,13.90693
2024-09-23,P0006,W005,9,10.22287
2024-09-24,P0006,W005,15,10.623982
2024-09-25,P0006,W005,12,10.67446
2024-09-26,P0006,W005,11,10.474388
2024-09-27,P0006,W005,10,10.392579
2024-09-28,P0006,W005,16,13.580025
2024-09-29,P0006,W005,13,14.139951
2024-09-30,P0006,W005,11,10.63863
2024-10-01,P0006,W005,12,10.668348
2024-10-02,P0006,W005,11,10.609887
2024-10-03,P0006,W005,11,10.687019
2024-10-04,P0006,W005,9,10.645584
2024-10-05,P0006,W005,14,13.710755
2024-10-06,P0006,W005,16,13.916819
2024-10-07,P0006,W005,12,10.801882
2024-10-08,P0006,W005,11,11.267404
2024-10-09,P0006,W005,12,11.024715
2024-10-10,P0006,W005,9,11.007591
2024-10-11,P0006,W005,10,11.040812
2024-10-12,P0006,W005,14,14.033196
2024-10-13,P0006,W005,12,14.27052
2024-10-14,P0006,W005,12,10.765086
2024-10-15,P0006,W005,12,10.724244
2024-10-16,P0006,W005,11,10.967344
2024-10-17,P0006,W005,11,10.770206
2024-10-18,P0006,W005,10,10.824208
2024-10-19,P0006,W005,13,14.2019
2024-10-20,P0006,W005,11,14.144261
2024-10-21,P0006,W005,11,10.631427
2024-10-22,P0006,W005,10,10.462622
2024-10-23,P0006,W005,10,10.778076
2024-10-24,P0006,W005,11,10.50118
2024-10-25,P0006,W005,10,10.425994
2024-10-26,P0006,W005,11,13.768708
2024-10-27,P0006,W005,13,13.601621
2024-10-28,P0006,W005,11,10.504633
2024-10-29,P0006,W005,9,10.706845
2024-10-30,P0006,W005,12,10.479682
2024-10-31,P0006,W005,11,10.512277
2024-11-01,P0006,W005,10,10.395052
2024-11-02,P0006,W005,17,13.782713
2024-11-03,P0006,W005,18,14.0380745
2024-11-04,P0006,W005,11,11.029913
2024-11-05,P0006,W005,11,11.103829
2024-11-06,P0006,W005,11,11.170687
2024-11-07,P0006,W005,11,11.341117
2024-11-08,P0006,W005,10,11.321347
2024-11-09,P0006,W005,15,14.689342
2024-11-10,P0006,W005,14,14.800873
2024-11-11,P0006,W005,7,11.3092375
2024-11-12,P0006,W005,15,11.20009
2024-11-13,P0006,W005,15,11.640214
2024-11-14,P0006,W005,12,11.685846
2024-11-15,P0006,W005,10,11.651987
2024-11-16,P0006,W005,21,15.1868
2024-11-17,P0006,W005,17,15.445947
2024-11-18,P0006,W005,12,11.32972
2024-11-19,P0006,W005,15,11.931617
2024-11-20,P0006,W005,10,12.371137
2024-11-21,P0006,W005,9,12.02198
2024-11-22,P0006,W005,11,11.504194
2024-11-23,P0006,W005,18,15.542961
2024-11-24,P0006,W005,22,15.974076
2024-11-25,P0006,W005,25,26.022924
2024-11-26,P0006,W005,10,12.84779
2024-11-27,P0006,W005,13,12.446555
2024-11-28,P0006,W005,13,12.560216
2024-11-29,P0006,W005,17,12.873199
2024-11-30,P0006,W005,17,17.90782
2024-12-01,P0006,W005,22,18.25421
2024-12-02,P0006,W005,16,13.391149
2024-12-03,P0006,W005,15,13.63707
2024-12-04,P0006,W005,10,13.504521
2024-12-05,P0006,W005,13,13.413025
2024-12-06,P0006,W005,14,13.950359
2024-12-07,P0006,W005,11,18.402416
2024-12-08,P0006,W005,16,18.157732
2024-12-09,P0006,W005,13,12.831305
2024-12-10,P0006,W005,12,13.415021
2024-12-11,P0006,W005,18,13.470999
2024-12-12,P0006,W005,15,13.8710785
2024-12-13,P0006,W005,13,13.624719
2024-12-14,P0006,W005,13,17.972393
2024-12-15,P0006,W005,17,18.068146
2024-12-16,P0006,W005,18,13.277168
2024-12-17,P0006,W005,13,13.862837
2024-12-18,P0006,W005,13,13.655402
2024-12-19,P0006,W005,12,13.77384
2024-12-20,P0006,W005,15,13.813074
2024-12-21,P0006,W005,20,18.340357
2024-12-22,P0006,W005,19,19.063366
2024-12-23,P0006,W005,12,14.287446
2024-12-24,P0006,W005,16,14.2210865
2024-12-25,P0006,W005,25,26.911924
2024-12-26,P0006,W005,15,14.698175
2024-12-27,P0006,W005,17,15.027588
2024-12-28,P0006,W005,21,19.66113
2024-12-29,P0006,W005,22,20.301517
2024-12-30,P0006,W005,17,15.723267
2024-12-31,P0006,W005,17,16.06003
2025-01-01,P0006,W005,25,23.0356
2025-01-02,P0006,W005,18,16.046
2025-01-03,P0006,W005,16,16.118357
2025-01-04,P0006,W005,23,21.53172
2025-01-05,P0006,W005,21,21.96749
2025-01-06,P0006,W005,17,16.010126
2025-01-07,P0006,W005,15,16.506208
2025-01-08,P0006,W005,12,16.638733
2025-01-09,P0006,W005,19,16.075739
2025-01-10,P0006,W005,16,16.625685
2025-01-11,P0006,W005,21,21.914772
2025-01-12,P0006,W005,24,22.365522
2025-01-13,P0006,W005,15,16.828794
2025-01-14,P0006,W005,16,17.069803
2025-01-15,P0006,W005,15,17.054794
2025-01-16,P0006,W005,16,16.607195
2025-01-17,P0006,W005,16,16.63166
2025-01-18,P0006,W005,20,21.878077
2025-01-19,P0006,W005,23,22.18456
2025-01-20,P0006,W005,12,16.29116
2025-01-21,P0006,W005,20,16.755941
2025-01-22,P0006,W005,15,16.745094
2025-01-23,P0006,W005,18,16.829857
2025-01-24,P0006,W005,18,16.867954
2025-01-25,P0006,W005,21,22.469728
2025-01-26,P0006,W005,24,22.808764
2025-01-27,P0006,W005,14,16.77449
2025-01-28,P0006,W005,16,17.221306
2025-01-29,P0006,W005,17,16.880486
2025-01-30,P0006,W005,19,17.00638
2025-01-31,P0006,W005,17,17.01812
2025-02-01,P0006,W005,22,22.597235
2025-02-02,P0006,W005,26,22.986776
2025-02-03,P0006,W005,19,17.131975
2025-02-04,P0006,W005,24,17.757257
2025-02-05,P0006,W005,15,17.994661
2025-02-06,P0006,W005,14,17.909672
2025-02-07,P0006,W005,23,17.860067
2025-02-08,P0006,W005,24,24.299269
2025-02-09,P0006,W005,28,24.731285
2025-02-10,P0006,W005,15,18.392061
2025-02-11,P0006,W005,17,18.80514
2025-02-12,P0006,W005,19,18.319414
2025-02-13,P0006,W005,18,18.694536
2025-02-14,P0006,W005,18,18.889757
2025-02-15,P0006,W005,18,24.768642
2025-02-16,P0006,W005,24,24.53321
2025-02-17,P0006,W005,20,18.104897
2025-02-18,P0006,W005,18,18.59685
2025-02-19,P0006,W005,21,18.017164
2025-02-20,P0006,W005,21,18.67419
2025-02-21,P0006,W005,19,19.17964
2025-02-22,P0006,W005,22,24.93303
2025-02-23,P0006,W005,26,25.346169
2025-02-24,P0006,W005,20,18.535757
2025-02-25,P0006,W005,19,18.698772
2025-02-26,P0006,W005,17,19.016298
2025-02-27,P0006,W005,21,18.979929
2025-02-28,P0006,W005,20,18.975313
2025-03-01,P0006,W005,23,24.91417
2025-03-02,P0006,W005,26,25.897036
2025-03-03,P0006,W005,17,19.33292
2025-03-04,P0006,W005,14,19.699677
2025-03-05,P0006,W005,15,19.141323
2025-03-06,P0006,W005,20,18.331818
2025-03-07,P0006,W005,18,18.225935
2025-03-08,P0006,W005,27,24.25683
2025-03-09,P0006,W005,28,25.092327
2025-03-10,P0006,W005,20,19.0338
2025-03-11,P0006,W005,18,19.084038
2025-03-12,P0006,W005,21,18.854807
2025-03-13,P0006,W005,18,19.15235
2025-03-14,P0006,W005,19,19.400837
2025-03-15,P0006,W005,29,25.252937
2025-03-16,P0006,W005,28,25.904337
2025-03-17,P0006,W005,18,19.351826
2025-03-18,P0006,W005,17,19.343885
2025-03-19,P0006,W005,24,19.311213
2025-03-20,P0006,W005,20,20.270113
2025-03-21,P0006,W005,16,20.22006
2025-03-22,P0006,W005,24,25.80694
2025-03-23,P0006,W005,19,26.114767
2025-03-24,P0006,W005,12,18.719297
2025-03-25,P0006,W005,27,23.406427
2025-03-26,P0006,W005,17,19.114712
2025-03-27,P0006,W005,16,18.63276
2025-03-28,P0006,W005,18,18.608751
2025-03-29,P0006,W005,24,24.098618
2025-03-30,P0006,W005,23,24.248884
2025-03-31,P0006,W005,17,18.309166
2025-04-01,P0006,W005,20,18.480677
2025-04-02,P0006,W005,19,18.279928
2025-04-03,P0006,W005,25,18.379587
2025-04-04,P0006,W005,19,18.797314
2025-04-05,P0006,W005,26,24.687319
2025-04-06,P0006,W005,22,25.12842
2025-04-07,P0006,W005,22,18.673239
2025-04-08,P0006,W005,25,19.656813
2025-04-09,P0006,W005,19,19.222853
2025-04-10,P0006,W005,18,19.381033
2025-04-11,P0006,W005,20,19.543642
2025-04-12,P0006,W005,27,25.16141
2025-04-13,P0006,W005,37,25.818546
2025-04-14,P0006,W005,19,19.691046
2025-04-15,P0006,W005,19,20.087318
2025-04-16,P0006,W005,16,19.984318
2025-04-17,P0006,W005,19,19.681969
2025-04-18,P0006,W005,18,19.591387
2025-04-19,P0006,W005,28,25.8966
2025-04-20,P0006,W005,24,25.856531
2025-04-21,P0006,W005,17,18.96552
2025-04-22,P0006,W005,16,19.607645
2025-04-23,P0006,W005,18,18.948776
2025-04-24,P0006,W005,22,19.363386
2025-04-25,P0006,W005,20,19.144289
2025-04-26,P0006,W005,27,25.197504
2025-04-27,P0006,W005,25,25.778465
2025-04-28,P0006,W005,20,18.63691
2025-04-29,P0006,W005,18,18.665285
2025-04-30,P0006,W005,17,18.83061
2025-05-01,P0006,W005,17,18.818407
2025-05-02,P0006,W005,17,18.693314
2025-05-03,P0006,W005,30,24.315159
2025-05-04,P0006,W005,28,24.890198
2025-05-05,P0006,W005,18,19.186794
2025-05-06,P0006,W005,19,18.899237
2025-05-07,P0006,W005,21,19.141172
2025-05-08,P0006,W005,17,18.85827
2025-05-09,P0006,W005,19,18.968403
