month,product_id,warehouse_id,actual_demand,predicted_demand
2023-10-31,P0006,W001,228,233.54062
2023-10-31,P0006,W002,328,325.2686
2023-10-31,P0006,W003,366,360.64264
2023-10-31,P0006,W004,170,171.83867
2023-10-31,P0006,W005,366,363.84146
2023-10-31,P0006,W006,271,267.61682
2023-10-31,P0007,W001,229,234.96167
2023-10-31,P0007,W002,566,576.6001
2023-10-31,P0007,W003,258,258.21213
2023-10-31,P0007,W004,619,615.4032
2023-10-31,P0007,W005,404,402.70844
2023-10-31,P0007,W006,240,237.23103
2023-10-31,P0008,W001,447,442.65982
2023-10-31,P0008,W002,932,914.8823
2023-10-31,P0008,W003,590,589.6484
2023-10-31,P0008,W004,538,546.47736
2023-10-31,P0008,W005,564,558.13416
2023-10-31,P0008,W006,1079,1086.0787
2023-10-31,P0009,W001,250,245.19785
2023-10-31,P0009,W002,344,341.49524
2023-10-31,P0009,W003,496,487.6872
2023-10-31,P0009,W004,511,510.48767
2023-10-31,P0009,W005,621,616.6819
2023-10-31,P0009,W006,300,304.4243
2023-10-31,P0010,W001,1452,1476.4617
2023-10-31,P0010,W002,717,728.0221
2023-10-31,P0010,W003,1638,1603.3772
2023-10-31,P0010,W004,1047,1013.4442
2023-10-31,P0010,W005,1348,1384.6016
2023-10-31,P0010,W006,1397,1384.3254
2023-10-31,P0011,W001,291,289.24905
2023-10-31,P0011,W002,272,270.61426
2023-10-31,P0011,W003,578,573.6157
2023-10-31,P0011,W004,252,249.20102
2023-10-31,P0011,W005,263,268.12668
2023-10-31,P0011,W006,500,490.30377
2023-10-31,P0012,W001,448,444.49966
2023-10-31,P0012,W002,446,450.54617
2023-10-31,P0012,W003,367,359.86853
2023-10-31,P0012,W004,408,422.1972
2023-10-31,P0012,W005,417,409.4525
2023-10-31,P0012,W006,380,375.77118
2023-10-31,P0013,W001,615,617.6896
2023-10-31,P0013,W002,1156,1148.951
2023-10-31,P0013,W003,994,997.3452
2023-10-31,P0013,W004,1535,1503.0393
2023-10-31,P0013,W005,690,701.2373
2023-10-31,P0013,W006,578,572.2088
2023-10-31,P0014,W001,519,511.93222
2023-10-31,P0014,W002,384,390.21844
2023-10-31,P0014,W003,598,595.3437
2023-10-31,P0014,W004,700,718.192
2023-10-31,P0014,W005,818,832.0579
2023-10-31,P0014,W006,347,358.3597
2023-10-31,P0015,W001,191,186.08629
2023-10-31,P0015,W002,411,412.50183
2023-10-31,P0015,W003,420,421.9962
2023-10-31,P0015,W004,534,546.6803
2023-10-31,P0015,W005,217,215.9988
2023-10-31,P0015,W006,203,205.21474
2023-10-31,P0016,W001,312,320.02814
2023-10-31,P0016,W002,235,237.26437
2023-10-31,P0016,W003,241,249.5981
2023-10-31,P0016,W004,344,357.4535
2023-10-31,P0016,W005,320,327.4201
2023-10-31,P0016,W006,341,350.85706
2023-10-31,P0017,W001,272,272.77695
2023-10-31,P0017,W002,705,692.9202
2023-10-31,P0017,W003,596,612.2266
2023-10-31,P0017,W004,347,343.05838
2023-10-31,P0017,W005,324,315.63373
2023-10-31,P0017,W006,392,389.2583
2023-10-31,P0018,W001,380,379.20554
2023-10-31,P0018,W002,200,196.9936
2023-10-31,P0018,W003,233,233.33913
2023-10-31,P0018,W004,163,165.31721
2023-10-31,P0018,W005,352,352.22302
2023-10-31,P0018,W006,248,239.98215
2023-10-31,P0019,W001,941,946.10095
2023-10-31,P0019,W002,843,833.23505
2023-10-31,P0019,W003,595,593.9308
2023-10-31,P0019,W004,1630,1643.6578
2023-10-31,P0019,W005,1026,1011.90784
2023-10-31,P0019,W006,1536,1500.4701
2023-10-31,P0020,W001,847,834.413
2023-10-31,P0020,W002,840,847.05725
2023-10-31,P0020,W003,1181,1137.975
2023-10-31,P0020,W004,848,864.168
2023-10-31,P0020,W005,1169,1142.967
2023-10-31,P0020,W006,1480,1428.2264
2023-10-31,P0021,W001,776,799.8949
2023-10-31,P0021,W002,931,902.957
2023-10-31,P0021,W003,537,534.26666
2023-10-31,P0021,W004,486,492.11322
2023-10-31,P0021,W005,745,756.11914
2023-10-31,P0021,W006,743,773.1297
2023-10-31,P0022,W001,271,285.04453
2023-10-31,P0022,W002,232,249.14162
2023-10-31,P0022,W003,234,241.66814
2023-10-31,P0022,W004,190,208.5153
2023-10-31,P0022,W005,234,253.64296
2023-10-31,P0022,W006,210,220.46259
2023-10-31,P0023,W001,1135,1100.7496
2023-10-31,P0023,W002,1426,1432.4423
2023-10-31,P0023,W003,591,594.3173
2023-10-31,P0023,W004,1281,1277.466
2023-10-31,P0023,W005,943,968.5023
2023-10-31,P0023,W006,1180,1194.9824
2023-10-31,P0024,W001,686,677.00195
2023-10-31,P0024,W002,710,708.1608
2023-10-31,P0024,W003,1004,991.22
2023-10-31,P0024,W004,1383,1403.1287
2023-10-31,P0024,W005,879,880.4029
2023-10-31,P0024,W006,1246,1209.4093
2023-10-31,P0025,W001,454,455.61115
2023-10-31,P0025,W002,562,568.7043
2023-10-31,P0025,W003,934,947.7386
2023-10-31,P0025,W004,1115,1079.5226
2023-10-31,P0025,W005,1156,1165.0098
2023-10-31,P0025,W006,489,486.0662
2023-10-31,P0026,W001,109,113.09006
2023-10-31,P0026,W002,173,180.54744
2023-10-31,P0026,W003,224,238.64261
2023-10-31,P0026,W004,157,167.17126
2023-10-31,P0026,W005,167,183.29713
2023-10-31,P0026,W006,226,238.42776
2023-10-31,P0027,W001,250,249.1744
2023-10-31,P0027,W002,354,344.67267
2023-10-31,P0027,W003,461,457.1783
2023-10-31,P0027,W004,351,353.70633
2023-10-31,P0027,W005,454,462.82178
2023-10-31,P0027,W006,508,529.50995
2023-10-31,P0028,W001,274,282.18924
2023-10-31,P0028,W002,160,168.36526
2023-10-31,P0028,W003,307,316.87595
2023-10-31,P0028,W004,276,287.43884
2023-10-31,P0028,W005,313,327.29218
2023-10-31,P0028,W006,209,220.46133
2023-10-31,P0029,W001,754,762.10333
2023-10-31,P0029,W002,993,979.88916
2023-10-31,P0029,W003,1102,1069.863
2023-10-31,P0029,W004,763,738.8561
2023-10-31,P0029,W005,1516,1483.1855
2023-10-31,P0029,W006,962,930.76733
2023-10-31,P0030,W001,268,265.49704
2023-10-31,P0030,W002,607,597.00354
2023-10-31,P0030,W003,416,403.65768
2023-10-31,P0030,W004,249,244.44342
2023-10-31,P0030,W005,271,271.3383
2023-10-31,P0030,W006,502,504.22244
2023-10-31,P0031,W001,1408,1418.4316
2023-10-31,P0031,W002,1378,1367.4155
2023-10-31,P0031,W003,1035,1052.4187
2023-10-31,P0031,W004,1057,1040.5664
2023-10-31,P0031,W005,1564,1536.513
2023-10-31,P0031,W006,810,794.983
2023-10-31,P0032,W001,451,446.78015
2023-10-31,P0032,W002,672,660.827
2023-10-31,P0032,W003,432,440.0864
2023-10-31,P0032,W004,651,646.9228
2023-10-31,P0032,W005,710,716.176
2023-10-31,P0032,W006,359,354.2696
2023-10-31,P0033,W001,601,598.3888
2023-10-31,P0033,W002,1186,1154.5797
2023-10-31,P0033,W003,1040,1033.906
2023-10-31,P0033,W004,1164,1134.4076
2023-10-31,P0033,W005,1019,1008.0906
2023-10-31,P0033,W006,1284,1295.6675
2023-10-31,P0034,W001,263,252.48141
2023-10-31,P0034,W002,102,112.5981
2023-10-31,P0034,W003,91,111.813896
2023-10-31,P0034,W004,169,170.2057
2023-10-31,P0034,W005,182,182.09329
2023-10-31,P0034,W006,189,189.16252
2023-10-31,P0035,W001,166,161.47052
2023-10-31,P0035,W002,144,151.25587
2023-10-31,P0035,W003,215,215.55486
2023-10-31,P0035,W004,216,217.60318
2023-10-31,P0035,W005,134,126.73142
2023-10-31,P0035,W006,278,276.51962
2023-10-31,P0036,W001,316,324.90494
2023-10-31,P0036,W002,417,422.60242
2023-10-31,P0036,W003,496,500.5695
2023-10-31,P0036,W004,790,810.6195
2023-10-31,P0036,W005,316,321.46848
2023-10-31,P0036,W006,747,758.9593
2023-10-31,P0037,W001,893,869.88525
2023-10-31,P0037,W002,874,863.90247
2023-10-31,P0037,W003,658,681.08435
2023-10-31,P0037,W004,870,845.27094
2023-10-31,P0037,W005,424,435.86423
2023-10-31,P0037,W006,337,332.7498
2023-10-31,P0038,W001,461,455.38123
2023-10-31,P0038,W002,580,578.6493
2023-10-31,P0038,W003,677,671.12335
2023-10-31,P0038,W004,568,555.0417
2023-10-31,P0038,W005,617,625.1218
2023-10-31,P0038,W006,764,746.517
2023-10-31,P0039,W001,980,1019.3776
2023-10-31,P0039,W002,758,761.3713
2023-10-31,P0039,W003,774,747.90515
2023-10-31,P0039,W004,823,811.18976
2023-10-31,P0039,W005,1224,1210.1589
2023-10-31,P0039,W006,838,847.2484
2023-10-31,P0040,W001,1415,1398.4518
2023-10-31,P0040,W002,622,622.4972
2023-10-31,P0040,W003,602,606.04663
2023-10-31,P0040,W004,834,857.1761
2023-10-31,P0040,W005,1086,1068.0718
2023-10-31,P0040,W006,1175,1120.1766
2023-10-31,P0041,W001,895,872.53723
2023-10-31,P0041,W002,765,772.45917
2023-10-31,P0041,W003,570,561.322
2023-10-31,P0041,W004,458,456.7194
2023-10-31,P0041,W005,577,576.6923
2023-10-31,P0041,W006,841,839.1863
2023-10-31,P0042,W001,440,446.8119
2023-10-31,P0042,W002,725,699.7514
2023-10-31,P0042,W003,657,660.40906
2023-10-31,P0042,W004,824,848.20337
2023-10-31,P0042,W005,781,808.6778
2023-10-31,P0042,W006,1071,1037.4017
2023-10-31,P0043,W001,687,728.744
2023-10-31,P0043,W002,914,953.02686
2023-10-31,P0043,W003,853,872.72626
2023-10-31,P0043,W004,685,700.8041
2023-10-31,P0043,W005,643,680.9215
2023-10-31,P0043,W006,505,541.33496
2023-10-31,P0044,W001,217,218.42494
2023-10-31,P0044,W002,157,157.25218
2023-10-31,P0044,W003,216,219.4267
2023-10-31,P0044,W004,162,160.04326
2023-10-31,P0044,W005,239,238.08563
2023-10-31,P0044,W006,154,152.42949
2023-10-31,P0045,W001,1357,1364.8527
2023-10-31,P0045,W002,650,634.20624
2023-10-31,P0045,W003,639,645.7448
2023-10-31,P0045,W004,1015,1031.5995
2023-10-31,P0045,W005,1314,1314.6893
2023-10-31,P0045,W006,1183,1184.6732
2023-10-31,P0046,W001,409,398.48547
2023-10-31,P0046,W002,795,780.3631
2023-10-31,P0046,W003,670,667.3617
2023-10-31,P0046,W004,430,426.4462
2023-10-31,P0046,W005,671,665.11005
2023-10-31,P0046,W006,557,556.5972
2023-10-31,P0047,W001,497,486.8495
2023-10-31,P0047,W002,451,456.87305
2023-10-31,P0047,W003,325,328.43744
2023-10-31,P0047,W004,627,628.49286
2023-10-31,P0047,W005,774,751.29395
2023-10-31,P0047,W006,291,285.46173
2023-10-31,P0048,W001,826,847.72504
2023-10-31,P0048,W002,1526,1499.1833
2023-10-31,P0048,W003,749,759.7523
2023-10-31,P0048,W004,893,871.2457
2023-10-31,P0048,W005,1186,1171.8762
2023-10-31,P0048,W006,903,906.46747
2023-10-31,P0049,W001,870,841.97986
2023-10-31,P0049,W002,516,514.9724
2023-10-31,P0049,W003,710,716.6306
2023-10-31,P0049,W004,589,610.7848
2023-10-31,P0049,W005,588,584.0089
2023-10-31,P0049,W006,498,486.22897
2023-10-31,P0050,W001,1535,1520.3204
2023-10-31,P0050,W002,959,933.8039
2023-10-31,P0050,W003,950,954.51044
2023-10-31,P0050,W004,1357,1340.4346
2023-10-31,P0050,W005,807,819.46875
2023-10-31,P0050,W006,1174,1177.8502
2023-10-31,P0051,W001,746,741.20966
2023-10-31,P0051,W002,422,430.46088
2023-10-31,P0051,W003,1149,1085.6279
2023-10-31,P0051,W004,978,1020.7196
2023-10-31,P0051,W005,607,605.901
2023-10-31,P0051,W006,725,736.1726
2023-10-31,P0052,W001,909,899.3522
2023-10-31,P0052,W002,956,952.9416
2023-10-31,P0052,W003,778,798.2495
2023-10-31,P0052,W004,1069,1097.4836
2023-10-31,P0052,W005,505,504.19916
2023-10-31,P0052,W006,1103,1108.4801
2023-10-31,P0053,W001,433,439.2373
2023-10-31,P0053,W002,328,325.82346
2023-10-31,P0053,W003,249,249.9631
2023-10-31,P0053,W004,294,292.51797
2023-10-31,P0053,W005,266,265.10526
2023-10-31,P0053,W006,509,505.6642
2023-10-31,P0054,W001,919,901.261
2023-10-31,P0054,W002,1612,1571.9814
2023-10-31,P0054,W003,593,588.21967
2023-10-31,P0054,W004,1493,1524.0029
2023-10-31,P0054,W005,993,972.22
2023-10-31,P0054,W006,1536,1507.7919
2023-10-31,P0055,W001,1417,1408.8333
2023-10-31,P0055,W002,818,807.29254
2023-10-31,P0055,W003,808,797.72217
2023-10-31,P0055,W004,1197,1173.3572
2023-10-31,P0055,W005,1353,1395.5583
2023-10-31,P0055,W006,1006,1022.18024
2023-10-31,P0056,W001,643,658.18256
2023-10-31,P0056,W002,568,568.31195
2023-10-31,P0056,W003,322,327.2694
2023-10-31,P0056,W004,432,428.58832
2023-10-31,P0056,W005,858,856.43787
2023-10-31,P0056,W006,451,459.70905
2023-10-31,P0057,W001,1446,1442.0359
2023-10-31,P0057,W002,773,773.9146
2023-10-31,P0057,W003,680,681.48584
2023-10-31,P0057,W004,1452,1437.1316
2023-10-31,P0057,W005,615,605.4223
2023-10-31,P0057,W006,978,989.0491
2023-10-31,P0058,W001,1297,1328.8026
2023-10-31,P0058,W002,1328,1359.419
2023-10-31,P0058,W003,709,711.2895
2023-10-31,P0058,W004,1090,1083.6779
2023-10-31,P0058,W005,1002,969.5933
2023-10-31,P0058,W006,1098,1097.5251
2023-10-31,P0059,W001,626,623.80066
2023-10-31,P0059,W002,550,545.2533
2023-10-31,P0059,W003,376,372.66925
2023-10-31,P0059,W004,467,467.00415
2023-10-31,P0059,W005,747,744.87885
2023-10-31,P0059,W006,319,318.821
2023-10-31,P0060,W001,638,648.0857
2023-10-31,P0060,W002,692,702.86084
2023-10-31,P0060,W003,732,724.6978
2023-10-31,P0060,W004,1238,1224.4939
2023-10-31,P0060,W005,855,821.1123
2023-10-31,P0060,W006,1194,1138.686
2023-11-30,P0001,W001,292,290.22595
2023-11-30,P0001,W002,686,680.31445
2023-11-30,P0001,W003,349,344.4224
2023-11-30,P0001,W004,641,615.44904
2023-11-30,P0001,W005,297,295.19662
2023-11-30,P0001,W006,352,352.94724
2023-11-30,P0002,W001,731,709.1638
2023-11-30,P0002,W002,474,461.74283
2023-11-30,P0002,W003,614,608.1584
2023-11-30,P0002,W004,684,682.63525
2023-11-30,P0002,W005,652,659.8488
2023-11-30,P0002,W006,683,689.8177
2023-11-30,P0003,W001,441,449.12732
2023-11-30,P0003,W002,426,422.13852
2023-11-30,P0003,W003,217,219.00526
2023-11-30,P0003,W004,426,426.62955
2023-11-30,P0003,W005,466,467.65848
2023-11-30,P0003,W006,421,426.8917
2023-11-30,P0004,W001,775,764.2725
2023-11-30,P0004,W002,1582,1558.8385
2023-11-30,P0004,W003,1207,1230.5955
2023-11-30,P0004,W004,1311,1257.8851
2023-11-30,P0004,W005,1600,1630.6512
2023-11-30,P0004,W006,1059,1061.2524
2023-11-30,P0005,W001,148,151.10376
2023-11-30,P0005,W002,230,230.73073
2023-11-30,P0005,W003,366,368.99985
2023-11-30,P0005,W004,334,335.66818
2023-11-30,P0005,W005,190,187.93298
2023-11-30,P0005,W006,228,225.91605
2023-11-30,P0006,W001,258,255.94534
2023-11-30,P0006,W002,364,370.3285
2023-11-30,P0006,W003,413,412.93823
2023-11-30,P0006,W004,198,200.20282
2023-11-30,P0006,W005,390,394.31985
2023-11-30,P0006,W006,301,296.5596
2023-11-30,P0007,W001,261,262.16223
2023-11-30,P0007,W002,629,637.0903
2023-11-30,P0007,W003,294,289.63748
2023-11-30,P0007,W004,725,722.5401
2023-11-30,P0007,W005,476,467.2146
2023-11-30,P0007,W006,257,263.20016
2023-11-30,P0008,W001,500,513.15155
2023-11-30,P0008,W002,1038,1016.9168
2023-11-30,P0008,W003,709,694.2715
2023-11-30,P0008,W004,587,585.9188
2023-11-30,P0008,W005,596,608.1932
2023-11-30,P0008,W006,1206,1217.3661
2023-11-30,P0009,W001,293,320.19
2023-11-30,P0009,W002,418,427.35693
2023-11-30,P0009,W003,587,616.7685
2023-11-30,P0009,W004,625,644.75476
2023-11-30,P0009,W005,777,775.52844
2023-11-30,P0009,W006,370,380.88474
2023-11-30,P0010,W001,1758,1678.9556
2023-11-30,P0010,W002,830,807.42975
2023-11-30,P0010,W003,1767,1754.9655
2023-11-30,P0010,W004,1090,1120.0212
2023-11-30,P0010,W005,1567,1542.3849
2023-11-30,P0010,W006,1427,1483.664
2023-11-30,P0011,W001,331,333.22308
2023-11-30,P0011,W002,290,288.67334
2023-11-30,P0011,W003,659,648.8786
2023-11-30,P0011,W004,290,289.42587
2023-11-30,P0011,W005,291,286.56256
2023-11-30,P0011,W006,582,573.0527
2023-11-30,P0012,W001,516,510.82452
2023-11-30,P0012,W002,492,493.71088
2023-11-30,P0012,W003,382,381.8823
2023-11-30,P0012,W004,468,467.33673
2023-11-30,P0012,W005,464,451.85522
2023-11-30,P0012,W006,437,431.0037
2023-11-30,P0013,W001,702,694.50397
2023-11-30,P0013,W002,1366,1320.901
2023-11-30,P0013,W003,1147,1108.9076
2023-11-30,P0013,W004,1584,1625.6793
2023-11-30,P0013,W005,753,762.9392
2023-11-30,P0013,W006,651,647.20557
2023-11-30,P0014,W001,590,580.67474
2023-11-30,P0014,W002,415,418.09723
2023-11-30,P0014,W003,672,668.5797
2023-11-30,P0014,W004,787,794.0532
2023-11-30,P0014,W005,848,852.4323
2023-11-30,P0014,W006,391,394.52863
2023-11-30,P0015,W001,203,207.68204
2023-11-30,P0015,W002,459,457.4632
2023-11-30,P0015,W003,463,453.99442
2023-11-30,P0015,W004,633,617.4882
2023-11-30,P0015,W005,245,249.0788
2023-11-30,P0015,W006,223,225.32823
2023-11-30,P0016,W001,349,354.45285
2023-11-30,P0016,W002,250,253.94862
2023-11-30,P0016,W003,276,272.03485
2023-11-30,P0016,W004,393,382.6843
2023-11-30,P0016,W005,363,372.14502
2023-11-30,P0016,W006,403,392.55414
2023-11-30,P0017,W001,293,293.63855
2023-11-30,P0017,W002,749,759.2568
2023-11-30,P0017,W003,660,654.26294
2023-11-30,P0017,W004,394,390.2011
2023-11-30,P0017,W005,370,371.21988
2023-11-30,P0017,W006,426,431.42218
2023-11-30,P0018,W001,447,430.4449
2023-11-30,P0018,W002,209,206.64384
2023-11-30,P0018,W003,266,263.46576
2023-11-30,P0018,W004,177,185.9939
2023-11-30,P0018,W005,406,404.9002
2023-11-30,P0018,W006,259,266.9432
2023-11-30,P0019,W001,1259,1273.8103
2023-11-30,P0019,W002,1100,1102.1802
2023-11-30,P0019,W003,845,846.4879
2023-11-30,P0019,W004,2188,2151.2263
2023-11-30,P0019,W005,1309,1329.1389
2023-11-30,P0019,W006,1938,1940.7064
2023-11-30,P0020,W001,936,926.9255
2023-11-30,P0020,W002,966,961.3955
2023-11-30,P0020,W003,1251,1249.7968
2023-11-30,P0020,W004,943,933.2257
2023-11-30,P0020,W005,1201,1232.3767
2023-11-30,P0020,W006,1605,1608.8585
2023-11-30,P0021,W001,895,881.2921
2023-11-30,P0021,W002,1035,1014.6569
2023-11-30,P0021,W003,584,589.99805
2023-11-30,P0021,W004,553,544.31177
2023-11-30,P0021,W005,839,830.04376
2023-11-30,P0021,W006,849,842.64166
2023-11-30,P0022,W001,289,286.47055
2023-11-30,P0022,W002,249,247.8074
2023-11-30,P0022,W003,238,240.59409
2023-11-30,P0022,W004,206,202.61304
2023-11-30,P0022,W005,253,250.10258
2023-11-30,P0022,W006,221,223.13704
2023-11-30,P0023,W001,1290,1273.9434
2023-11-30,P0023,W002,1664,1623.8546
2023-11-30,P0023,W003,638,643.40186
2023-11-30,P0023,W004,1319,1332.3984
2023-11-30,P0023,W005,1081,1058.1552
2023-11-30,P0023,W006,1337,1345.2501
2023-11-30,P0024,W001,729,752.77795
2023-11-30,P0024,W002,812,805.1597
2023-11-30,P0024,W003,1126,1099.334
2023-11-30,P0024,W004,1459,1491.7035
2023-11-30,P0024,W005,1116,1059.6108
2023-11-30,P0024,W006,1366,1378.3723
2023-11-30,P0025,W001,519,522.9973
2023-11-30,P0025,W002,591,610.84863
2023-11-30,P0025,W003,1166,1082.1664
2023-11-30,P0025,W004,1219,1224.166
2023-11-30,P0025,W005,1321,1305.7559
2023-11-30,P0025,W006,524,535.19214
2023-11-30,P0026,W001,97,114.03065
2023-11-30,P0026,W002,151,154.04575
2023-11-30,P0026,W003,204,201.54364
2023-11-30,P0026,W004,158,146.80624
2023-11-30,P0026,W005,162,173.15337
2023-11-30,P0026,W006,218,218.8611
2023-11-30,P0027,W001,278,278.98715
2023-11-30,P0027,W002,403,401.51416
2023-11-30,P0027,W003,511,509.00543
2023-11-30,P0027,W004,408,409.4675
2023-11-30,P0027,W005,516,507.2952
2023-11-30,P0027,W006,643,608.72076
2023-11-30,P0028,W001,279,284.99698
2023-11-30,P0028,W002,165,171.5653
2023-11-30,P0028,W003,318,307.94824
2023-11-30,P0028,W004,294,292.46317
2023-11-30,P0028,W005,320,316.59842
2023-11-30,P0028,W006,222,224.25787
2023-11-30,P0029,W001,1002,979.5665
2023-11-30,P0029,W002,1288,1264.2358
2023-11-30,P0029,W003,1417,1387.305
2023-11-30,P0029,W004,950,938.06586
2023-11-30,P0029,W005,1973,1918.1
2023-11-30,P0029,W006,1273,1235.7286
2023-11-30,P0030,W001,310,306.167
2023-11-30,P0030,W002,647,659.32947
2023-11-30,P0030,W003,463,464.08893
2023-11-30,P0030,W004,264,265.50302
2023-11-30,P0030,W005,335,329.60464
2023-11-30,P0030,W006,594,586.2378
2023-11-30,P0031,W001,1506,1518.3977
2023-11-30,P0031,W002,1510,1515.4166
2023-11-30,P0031,W003,1133,1117.6931
2023-11-30,P0031,W004,1100,1137.6438
2023-11-30,P0031,W005,1704,1717.3759
2023-11-30,P0031,W006,925,911.1557
2023-11-30,P0032,W001,516,496.50934
2023-11-30,P0032,W002,770,765.73914
2023-11-30,P0032,W003,490,475.3689
2023-11-30,P0032,W004,734,721.58636
2023-11-30,P0032,W005,814,813.1669
2023-11-30,P0032,W006,412,401.78693
2023-11-30,P0033,W001,682,706.8883
2023-11-30,P0033,W002,1348,1367.71
2023-11-30,P0033,W003,1201,1186.3611
2023-11-30,P0033,W004,1415,1413.2704
2023-11-30,P0033,W005,1181,1205.3646
2023-11-30,P0033,W006,1533,1543.1788
2023-11-30,P0034,W001,300,299.20197
2023-11-30,P0034,W002,110,122.34326
2023-11-30,P0034,W003,97,112.18979
2023-11-30,P0034,W004,189,193.20735
2023-11-30,P0034,W005,211,207.16301
2023-11-30,P0034,W006,195,201.56874
2023-11-30,P0035,W001,202,201.81712
2023-11-30,P0035,W002,163,162.63809
2023-11-30,P0035,W003,233,235.48341
2023-11-30,P0035,W004,241,243.73622
2023-11-30,P0035,W005,147,157.23499
2023-11-30,P0035,W006,309,313.68658
2023-11-30,P0036,W001,348,351.48117
2023-11-30,P0036,W002,455,454.6994
2023-11-30,P0036,W003,586,573.96497
2023-11-30,P0036,W004,890,870.18097
2023-11-30,P0036,W005,356,350.83105
2023-11-30,P0036,W006,844,816.06146
2023-11-30,P0037,W001,975,989.20544
2023-11-30,P0037,W002,998,1000.7614
2023-11-30,P0037,W003,745,725.11957
2023-11-30,P0037,W004,925,937.14655
2023-11-30,P0037,W005,518,502.5144
2023-11-30,P0037,W006,368,385.77032
2023-11-30,P0038,W001,534,522.48145
2023-11-30,P0038,W002,702,677.7752
2023-11-30,P0038,W003,778,762.3868
2023-11-30,P0038,W004,593,600.2952
2023-11-30,P0038,W005,687,688.3491
2023-11-30,P0038,W006,861,876.13403
2023-11-30,P0039,W001,1156,1133.7925
2023-11-30,P0039,W002,846,825.42944
2023-11-30,P0039,W003,894,881.07806
2023-11-30,P0039,W004,926,920.3592
2023-11-30,P0039,W005,1400,1381.9803
2023-11-30,P0039,W006,959,957.139
2023-11-30,P0040,W001,1578,1564.1821
2023-11-30,P0040,W002,690,709.8099
2023-11-30,P0040,W003,674,666.15674
2023-11-30,P0040,W004,952,950.14404
2023-11-30,P0040,W005,1230,1207.2826
2023-11-30,P0040,W006,1183,1232.1407
2023-11-30,P0041,W001,972,996.17926
2023-11-30,P0041,W002,846,823.748
2023-11-30,P0041,W003,637,642.5841
2023-11-30,P0041,W004,519,519.85974
2023-11-30,P0041,W005,624,639.299
2023-11-30,P0041,W006,930,921.2323
2023-11-30,P0042,W001,478,489.54462
2023-11-30,P0042,W002,786,812.6325
2023-11-30,P0042,W003,711,716.6042
2023-11-30,P0042,W004,962,943.93475
2023-11-30,P0042,W005,921,896.4857
2023-11-30,P0042,W006,1117,1144.9589
2023-11-30,P0043,W001,761,758.0446
2023-11-30,P0043,W002,1027,1012.1826
2023-11-30,P0043,W003,900,910.1491
2023-11-30,P0043,W004,776,762.3322
2023-11-30,P0043,W005,688,693.0077
2023-11-30,P0043,W006,572,558.8087
2023-11-30,P0044,W001,245,249.43022
2023-11-30,P0044,W002,167,170.6707
2023-11-30,P0044,W003,221,223.12334
2023-11-30,P0044,W004,174,179.57185
2023-11-30,P0044,W005,268,266.98416
2023-11-30,P0044,W006,169,168.48116
2023-11-30,P0045,W001,1737,1757.8893
2023-11-30,P0045,W002,777,814.12836
2023-11-30,P0045,W003,753,781.63275
2023-11-30,P0045,W004,1266,1305.7998
2023-11-30,P0045,W005,1700,1676.1503
2023-11-30,P0045,W006,1585,1564.6698
2023-11-30,P0046,W001,522,525.5529
2023-11-30,P0046,W002,998,988.9363
2023-11-30,P0046,W003,807,808.865
2023-11-30,P0046,W004,504,516.95496
2023-11-30,P0046,W005,775,776.6711
2023-11-30,P0046,W006,641,674.55176
2023-11-30,P0047,W001,529,540.2444
2023-11-30,P0047,W002,495,478.50784
2023-11-30,P0047,W003,373,372.3879
2023-11-30,P0047,W004,706,694.6682
2023-11-30,P0047,W005,892,866.48663
2023-11-30,P0047,W006,347,349.97256
2023-11-30,P0048,W001,944,943.13654
2023-11-30,P0048,W002,1693,1676.0842
2023-11-30,P0048,W003,851,830.87256
2023-11-30,P0048,W004,949,967.4035
2023-11-30,P0048,W005,1368,1327.7996
2023-11-30,P0048,W006,997,1010.09753
2023-11-30,P0049,W001,966,951.29956
2023-11-30,P0049,W002,593,580.5001
2023-11-30,P0049,W003,803,776.2153
2023-11-30,P0049,W004,658,631.6974
2023-11-30,P0049,W005,653,649.4046
2023-11-30,P0049,W006,563,551.2475
2023-11-30,P0050,W001,1760,1699.2759
2023-11-30,P0050,W002,1059,1064.5691
2023-11-30,P0050,W003,1040,1036.1644
2023-11-30,P0050,W004,1497,1500.2972
2023-11-30,P0050,W005,951,919.6463
2023-11-30,P0050,W006,1445,1361.2704
2023-11-30,P0051,W001,754,778.7942
2023-11-30,P0051,W002,490,482.3387
2023-11-30,P0051,W003,1226,1219.9486
2023-11-30,P0051,W004,1165,1111.2657
2023-11-30,P0051,W005,667,676.083
2023-11-30,P0051,W006,794,791.2315
2023-11-30,P0052,W001,956,957.6016
2023-11-30,P0052,W002,1044,1042.8271
2023-11-30,P0052,W003,931,896.13885
2023-11-30,P0052,W004,1251,1220.096
2023-11-30,P0052,W005,533,548.4034
2023-11-30,P0052,W006,1315,1303.2034
2023-11-30,P0053,W001,518,497.1542
2023-11-30,P0053,W002,362,370.49786
2023-11-30,P0053,W003,281,279.0161
2023-11-30,P0053,W004,322,318.46234
2023-11-30,P0053,W005,278,281.72382
2023-11-30,P0053,W006,563,564.5534
2023-11-30,P0054,W001,1057,1066.9767
2023-11-30,P0054,W002,1879,1821.7695
2023-11-30,P0054,W003,623,631.6443
2023-11-30,P0054,W004,1730,1695.1459
2023-11-30,P0054,W005,1095,1108.7156
