week_ending,product_id,warehouse_id,actual_demand,predicted_demand
2023-03-19,P0037,W006,133,131.62811
2023-03-19,P0038,W001,168,187.6002
2023-03-19,P0038,W002,216,240.27399
2023-03-19,P0038,W003,294,275.94873
2023-03-19,P0038,W004,226,217.74089
2023-03-19,P0038,W005,261,251.21777
2023-03-19,P0038,W006,322,320.66614
2023-03-19,P0039,W001,385,393.40793
2023-03-19,P0039,W002,317,305.63403
2023-03-19,P0039,W003,315,310.66812
2023-03-19,P0039,W004,310,328.40167
2023-03-19,P0039,W005,500,499.23013
2023-03-19,P0039,W006,381,362.5656
2023-03-19,P0040,W001,581,579.56335
2023-03-19,P0040,W002,271,254.8339
2023-03-19,P0040,W003,257,260.5526
2023-03-19,P0040,W004,370,351.61218
2023-03-19,P0040,W005,449,422.5994
2023-03-19,P0040,W006,476,459.16583
2023-03-19,P0041,W001,357,356.71155
2023-03-19,P0041,W002,301,321.9248
2023-03-19,P0041,W003,248,247.12799
2023-03-19,P0041,W004,194,189.45386
2023-03-19,P0041,W005,240,239.3117
2023-03-19,P0041,W006,342,335.12442
2023-03-19,P0042,W001,176,178.51389
2023-03-19,P0042,W002,280,283.68784
2023-03-19,P0042,W003,238,266.38025
2023-03-19,P0042,W004,346,347.75244
2023-03-19,P0042,W005,316,350.45062
2023-03-19,P0042,W006,374,399.8534
2023-03-19,P0043,W001,289,268.82758
2023-03-19,P0043,W002,346,369.67972
2023-03-19,P0043,W003,320,326.87347
2023-03-19,P0043,W004,298,270.1407
2023-03-19,P0043,W005,251,259.42325
2023-03-19,P0043,W006,208,202.18083
2023-03-19,P0044,W001,92,94.017715
2023-03-19,P0044,W002,61,59.067368
2023-03-19,P0044,W003,89,85.12305
2023-03-19,P0044,W004,64,67.46124
2023-03-19,P0044,W005,100,100.68877
2023-03-19,P0044,W006,61,62.253494
2023-03-19,P0045,W001,516,555.95807
2023-03-19,P0045,W002,241,256.38074
2023-03-19,P0045,W003,244,250.77615
2023-03-19,P0045,W004,398,438.0414
2023-03-19,P0045,W005,596,575.6487
2023-03-19,P0045,W006,493,493.086
2023-03-19,P0046,W001,196,184.38892
2023-03-19,P0046,W002,302,318.30975
2023-03-19,P0046,W003,304,284.70624
2023-03-19,P0046,W004,164,170.29173
2023-03-19,P0046,W005,258,276.5747
2023-03-19,P0046,W006,216,220.46945
2023-03-19,P0047,W001,211,210.9534
2023-03-19,P0047,W002,191,186.55911
2023-03-19,P0047,W003,145,137.31923
2023-03-19,P0047,W004,267,266.03186
2023-03-19,P0047,W005,295,297.8289
2023-03-19,P0047,W006,130,132.12195
2023-03-19,P0048,W001,368,342.07974
2023-03-19,P0048,W002,663,651.757
2023-03-19,P0048,W003,328,318.04196
2023-03-19,P0048,W004,335,347.02002
2023-03-19,P0048,W005,511,505.7602
2023-03-19,P0048,W006,374,370.6319
2023-03-19,P0049,W001,303,341.8586
2023-03-19,P0049,W002,218,227.88638
2023-03-19,P0049,W003,290,308.12766
2023-03-19,P0049,W004,261,257.42508
2023-03-19,P0049,W005,244,254.79887
2023-03-19,P0049,W006,204,212.36768
2023-03-19,P0050,W001,698,649.00366
2023-03-19,P0050,W002,416,385.8407
2023-03-19,P0050,W003,400,390.30493
2023-03-19,P0050,W004,543,536.8131
2023-03-19,P0050,W005,307,314.21924
2023-03-19,P0050,W006,524,519.91254
2023-03-19,P0051,W001,302,297.18
2023-03-19,P0051,W002,175,169.83582
2023-03-19,P0051,W003,446,432.0753
2023-03-19,P0051,W004,393,407.98877
2023-03-19,P0051,W005,255,248.15538
2023-03-19,P0051,W006,288,277.43512
2023-03-19,P0052,W001,356,344.57803
2023-03-19,P0052,W002,410,387.54803
2023-03-19,P0052,W003,351,348.40335
2023-03-19,P0052,W004,430,426.93222
2023-03-19,P0052,W005,173,194.37076
2023-03-19,P0052,W006,521,473.50616
2023-03-19,P0053,W001,167,169.76656
2023-03-19,P0053,W002,134,140.61482
2023-03-19,P0053,W003,102,100.69701
2023-03-19,P0053,W004,109,119.27275
2023-03-19,P0053,W005,109,111.005646
2023-03-19,P0053,W006,208,198.9678
2023-03-19,P0054,W001,349,372.95383
2023-03-19,P0054,W002,647,656.15924
2023-03-19,P0054,W003,229,246.87889
2023-03-19,P0054,W004,618,642.8342
2023-03-19,P0054,W005,375,395.33325
2023-03-19,P0054,W006,588,622.81775
2023-03-19,P0055,W001,560,551.98846
2023-03-19,P0055,W002,307,322.823
2023-03-19,P0055,W003,329,314.82077
2023-03-19,P0055,W004,451,485.2275
2023-03-19,P0055,W005,618,581.71655
2023-03-19,P0055,W006,427,396.7196
2023-03-19,P0056,W001,302,263.72006
2023-03-19,P0056,W002,227,229.30945
2023-03-19,P0056,W003,143,130.88556
2023-03-19,P0056,W004,182,179.65773
2023-03-19,P0056,W005,356,340.1636
2023-03-19,P0056,W006,202,194.27524
2023-03-19,P0057,W001,642,577.46936
2023-03-19,P0057,W002,301,321.89075
2023-03-19,P0057,W003,250,268.39
2023-03-19,P0057,W004,602,569.06793
2023-03-19,P0057,W005,228,245.39444
2023-03-19,P0057,W006,443,422.33508
2023-03-19,P0058,W001,520,540.07385
2023-03-19,P0058,W002,564,526.06793
2023-03-19,P0058,W003,306,282.41144
2023-03-19,P0058,W004,441,426.36252
2023-03-19,P0058,W005,407,387.19385
2023-03-19,P0058,W006,386,426.0264
2023-03-19,P0059,W001,224,253.21495
2023-03-19,P0059,W002,217,212.23329
2023-03-19,P0059,W003,139,149.2004
2023-03-19,P0059,W004,207,193.0853
2023-03-19,P0059,W005,306,293.8258
2023-03-19,P0059,W006,132,129.02441
2023-03-19,P0060,W001,242,261.90512
2023-03-19,P0060,W002,292,288.6311
2023-03-19,P0060,W003,299,292.6828
2023-03-19,P0060,W004,464,480.7422
2023-03-19,P0060,W005,312,324.97653
2023-03-19,P0060,W006,486,495.61316
2023-03-26,P0001,W001,105,111.82118
2023-03-26,P0001,W002,257,256.7561
2023-03-26,P0001,W003,124,133.47746
2023-03-26,P0001,W004,237,244.94287
2023-03-26,P0001,W005,117,111.72748
2023-03-26,P0001,W006,137,129.81525
2023-03-26,P0002,W001,294,274.27347
2023-03-26,P0002,W002,176,182.60278
2023-03-26,P0002,W003,222,240.09369
2023-03-26,P0002,W004,249,258.31525
2023-03-26,P0002,W005,251,254.31769
2023-03-26,P0002,W006,257,254.99432
2023-03-26,P0003,W001,178,182.58385
2023-03-26,P0003,W002,169,155.46259
2023-03-26,P0003,W003,77,82.2246
2023-03-26,P0003,W004,175,162.68011
2023-03-26,P0003,W005,152,164.13629
2023-03-26,P0003,W006,155,155.43666
2023-03-26,P0004,W001,273,298.80743
2023-03-26,P0004,W002,593,592.40594
2023-03-26,P0004,W003,491,485.35956
2023-03-26,P0004,W004,474,488.6855
2023-03-26,P0004,W005,579,597.81934
2023-03-26,P0004,W006,378,393.52762
2023-03-26,P0005,W001,50,51.33927
2023-03-26,P0005,W002,78,85.34244
2023-03-26,P0005,W003,140,138.77008
2023-03-26,P0005,W004,122,127.6151
2023-03-26,P0005,W005,76,71.62102
2023-03-26,P0005,W006,86,89.99411
2023-03-26,P0006,W001,103,95.84275
2023-03-26,P0006,W002,124,131.96504
2023-03-26,P0006,W003,154,147.98009
2023-03-26,P0006,W004,69,73.92686
2023-03-26,P0006,W005,155,154.47551
2023-03-26,P0006,W006,121,125.57468
2023-03-26,P0007,W001,98,102.60027
2023-03-26,P0007,W002,261,273.9122
2023-03-26,P0007,W003,107,110.04904
2023-03-26,P0007,W004,247,265.38483
2023-03-26,P0007,W005,181,183.07529
2023-03-26,P0007,W006,102,101.34538
2023-03-26,P0008,W001,197,197.1038
2023-03-26,P0008,W002,378,394.13284
2023-03-26,P0008,W003,241,243.31665
2023-03-26,P0008,W004,201,227.20398
2023-03-26,P0008,W005,245,239.08707
2023-03-26,P0008,W006,437,461.61996
2023-03-26,P0009,W001,105,98.36204
2023-03-26,P0009,W002,149,142.17686
2023-03-26,P0009,W003,221,206.13437
2023-03-26,P0009,W004,202,213.22229
2023-03-26,P0009,W005,245,266.22372
2023-03-26,P0009,W006,129,125.06776
2023-03-26,P0010,W001,633,648.7626
2023-03-26,P0010,W002,326,304.53723
2023-03-26,P0010,W003,700,688.70184
2023-03-26,P0010,W004,441,422.7378
2023-03-26,P0010,W005,603,581.80835
2023-03-26,P0010,W006,531,572.9909
2023-03-26,P0011,W001,117,118.93948
2023-03-26,P0011,W002,115,112.63252
2023-03-26,P0011,W003,252,248.74216
2023-03-26,P0011,W004,124,113.21992
2023-03-26,P0011,W005,111,107.67312
2023-03-26,P0011,W006,205,211.16452
2023-03-26,P0012,W001,185,188.78957
2023-03-26,P0012,W002,174,180.43651
2023-03-26,P0012,W003,163,150.42493
2023-03-26,P0012,W004,183,168.12059
2023-03-26,P0012,W005,176,167.79506
2023-03-26,P0012,W006,159,157.05118
2023-03-26,P0013,W001,218,250.47546
2023-03-26,P0013,W002,516,526.5495
2023-03-26,P0013,W003,468,443.8424
2023-03-26,P0013,W004,655,636.17847
2023-03-26,P0013,W005,305,275.19418
2023-03-26,P0013,W006,259,233.62521
2023-03-26,P0014,W001,213,212.10962
2023-03-26,P0014,W002,163,171.05954
2023-03-26,P0014,W003,227,249.28085
2023-03-26,P0014,W004,277,294.38025
2023-03-26,P0014,W005,328,338.5454
2023-03-26,P0014,W006,139,149.44768
2023-03-26,P0015,W001,77,81.474365
2023-03-26,P0015,W002,167,176.26694
2023-03-26,P0015,W003,185,184.41353
2023-03-26,P0015,W004,230,222.8366
2023-03-26,P0015,W005,87,89.328156
2023-03-26,P0015,W006,81,91.06251
2023-03-26,P0016,W001,139,133.90894
2023-03-26,P0016,W002,103,98.2163
2023-03-26,P0016,W003,102,101.47084
2023-03-26,P0016,W004,131,141.94243
2023-03-26,P0016,W005,141,134.69225
2023-03-26,P0016,W006,155,146.5537
2023-03-26,P0017,W001,156,152.94624
2023-03-26,P0017,W002,390,358.81543
2023-03-26,P0017,W003,298,311.1004
2023-03-26,P0017,W004,194,186.6515
2023-03-26,P0017,W005,184,185.32977
2023-03-26,P0017,W006,213,233.24922
2023-03-26,P0018,W001,158,161.24553
2023-03-26,P0018,W002,85,85.47591
2023-03-26,P0018,W003,101,100.707306
2023-03-26,P0018,W004,75,72.24693
2023-03-26,P0018,W005,161,148.90173
2023-03-26,P0018,W006,92,99.48329
2023-03-26,P0019,W001,401,401.21585
2023-03-26,P0019,W002,352,358.78198
2023-03-26,P0019,W003,246,265.2666
2023-03-26,P0019,W004,755,715.82556
2023-03-26,P0019,W005,442,416.6031
2023-03-26,P0019,W006,615,621.4675
2023-03-26,P0020,W001,316,346.97083
2023-03-26,P0020,W002,402,392.9275
2023-03-26,P0020,W003,510,508.1047
2023-03-26,P0020,W004,362,366.90488
2023-03-26,P0020,W005,511,452.55463
2023-03-26,P0020,W006,624,600.64856
2023-03-26,P0021,W001,338,348.4686
2023-03-26,P0021,W002,382,369.76892
2023-03-26,P0021,W003,216,232.93971
2023-03-26,P0021,W004,215,210.09879
2023-03-26,P0021,W005,320,307.68332
2023-03-26,P0021,W006,291,309.33667
2023-03-26,P0022,W001,111,103.384964
2023-03-26,P0022,W002,106,96.54883
2023-03-26,P0022,W003,96,86.94318
2023-03-26,P0022,W004,74,77.52475
2023-03-26,P0022,W005,92,86.40734
2023-03-26,P0022,W006,83,83.72354
2023-03-26,P0023,W001,495,494.0929
2023-03-26,P0023,W002,678,651.4664
2023-03-26,P0023,W003,231,253.94421
2023-03-26,P0023,W004,483,521.0008
2023-03-26,P0023,W005,368,406.8493
2023-03-26,P0023,W006,512,499.14413
2023-03-26,P0024,W001,281,275.0817
2023-03-26,P0024,W002,272,284.31445
2023-03-26,P0024,W003,428,435.12753
2023-03-26,P0024,W004,618,584.0061
2023-03-26,P0024,W005,383,401.34058
2023-03-26,P0024,W006,532,516.29126
2023-03-26,P0025,W001,193,203.59364
2023-03-26,P0025,W002,245,235.08936
2023-03-26,P0025,W003,423,401.39206
2023-03-26,P0025,W004,479,485.85925
2023-03-26,P0025,W005,491,496.99747
2023-03-26,P0025,W006,225,201.76305
2023-03-26,P0026,W001,38,39.776924
2023-03-26,P0026,W002,60,59.569164
2023-03-26,P0026,W003,80,76.85416
2023-03-26,P0026,W004,60,63.217453
2023-03-26,P0026,W005,64,58.80972
2023-03-26,P0026,W006,93,85.80629
2023-03-26,P0027,W001,104,101.61981
2023-03-26,P0027,W002,143,138.4603
2023-03-26,P0027,W003,193,200.20735
2023-03-26,P0027,W004,164,152.14876
2023-03-26,P0027,W005,218,196.55438
2023-03-26,P0027,W006,236,231.65617
2023-03-26,P0028,W001,93,101.37897
2023-03-26,P0028,W002,60,60.124702
2023-03-26,P0028,W003,133,121.34132
2023-03-26,P0028,W004,113,110.35683
2023-03-26,P0028,W005,115,119.79556
2023-03-26,P0028,W006,81,81.43012
2023-03-26,P0029,W001,315,329.4733
2023-03-26,P0029,W002,429,432.58356
2023-03-26,P0029,W003,479,460.3727
2023-03-26,P0029,W004,301,305.45255
2023-03-26,P0029,W005,638,648.12054
2023-03-26,P0029,W006,410,425.73373
2023-03-26,P0030,W001,107,112.59733
2023-03-26,P0030,W002,268,259.383
2023-03-26,P0030,W003,184,183.26285
2023-03-26,P0030,W004,113,105.0575
2023-03-26,P0030,W005,121,123.92378
2023-03-26,P0030,W006,227,215.09073
2023-03-26,P0031,W001,626,602.01825
2023-03-26,P0031,W002,557,557.4618
2023-03-26,P0031,W003,419,454.4029
2023-03-26,P0031,W004,380,413.7278
2023-03-26,P0031,W005,675,660.69794
2023-03-26,P0031,W006,359,335.07574
2023-03-26,P0032,W001,188,183.51115
2023-03-26,P0032,W002,292,284.76468
2023-03-26,P0032,W003,200,188.70164
2023-03-26,P0032,W004,277,283.33252
2023-03-26,P0032,W005,314,308.92554
2023-03-26,P0032,W006,154,152.37904
2023-03-26,P0033,W001,267,254.41307
2023-03-26,P0033,W002,474,490.4784
2023-03-26,P0033,W003,399,420.04572
2023-03-26,P0033,W004,472,458.27155
2023-03-26,P0033,W005,447,441.44833
2023-03-26,P0033,W006,531,554.65173
2023-03-26,P0034,W001,116,108.52739
2023-03-26,P0034,W002,46,48.553307
2023-03-26,P0034,W003,38,39.57602
2023-03-26,P0034,W004,72,70.4519
2023-03-26,P0034,W005,86,80.49605
2023-03-26,P0034,W006,74,75.4245
2023-03-26,P0035,W001,79,78.51703
2023-03-26,P0035,W002,64,64.1933
2023-03-26,P0035,W003,92,88.3669
2023-03-26,P0035,W004,92,92.37106
2023-03-26,P0035,W005,57,46.79996
2023-03-26,P0035,W006,119,123.23043
2023-03-26,P0036,W001,134,137.33974
2023-03-26,P0036,W002,179,184.91988
2023-03-26,P0036,W003,223,222.22841
2023-03-26,P0036,W004,288,323.8357
2023-03-26,P0036,W005,120,129.00739
2023-03-26,P0036,W006,291,309.62952
2023-03-26,P0037,W001,353,341.5861
2023-03-26,P0037,W002,391,361.62744
2023-03-26,P0037,W003,281,296.37378
2023-03-26,P0037,W004,358,350.9445
2023-03-26,P0037,W005,179,186.4088
2023-03-26,P0037,W006,129,132.12367
2023-03-26,P0038,W001,198,188.92023
2023-03-26,P0038,W002,251,244.80435
2023-03-26,P0038,W003,296,294.23093
2023-03-26,P0038,W004,232,230.9583
2023-03-26,P0038,W005,277,264.7629
2023-03-26,P0038,W006,341,337.88037
2023-03-26,P0039,W001,443,417.2038
2023-03-26,P0039,W002,306,320.20044
2023-03-26,P0039,W003,348,327.773
2023-03-26,P0039,W004,345,339.0956
2023-03-26,P0039,W005,453,501.18585
2023-03-26,P0039,W006,402,378.82782
2023-03-26,P0040,W001,623,621.46893
2023-03-26,P0040,W002,260,268.045
2023-03-26,P0040,W003,269,269.76645
2023-03-26,P0040,W004,376,372.8709
2023-03-26,P0040,W005,435,442.3352
2023-03-26,P0040,W006,483,479.0764
2023-03-26,P0041,W001,401,388.77658
2023-03-26,P0041,W002,346,331.60922
2023-03-26,P0041,W003,234,251.06902
2023-03-26,P0041,W004,193,194.25381
2023-03-26,P0041,W005,230,244.00018
2023-03-26,P0041,W006,350,350.67435
2023-03-26,P0042,W001,176,183.05042
2023-03-26,P0042,W002,290,289.78964
2023-03-26,P0042,W003,289,272.34427
2023-03-26,P0042,W004,365,368.92712
2023-03-26,P0042,W005,349,348.75586
2023-03-26,P0042,W006,402,412.47443
2023-03-26,P0043,W001,298,286.75287
2023-03-26,P0043,W002,458,408.64423
2023-03-26,P0043,W003,355,344.23975
2023-03-26,P0043,W004,280,284.56216
2023-03-26,P0043,W005,255,266.0203
2023-03-26,P0043,W006,208,210.63458
2023-03-26,P0044,W001,100,96.72556
2023-03-26,P0044,W002,65,63.883396
2023-03-26,P0044,W003,87,89.88114
2023-03-26,P0044,W004,73,68.90162
2023-03-26,P0044,W005,98,101.21182
2023-03-26,P0044,W006,66,64.263145
2023-03-26,P0045,W001,544,552.506
2023-03-26,P0045,W002,271,265.07343
2023-03-26,P0045,W003,265,261.00497
2023-03-26,P0045,W004,409,423.53217
2023-03-26,P0045,W005,596,595.2531
2023-03-26,P0045,W006,499,502.70892
2023-03-26,P0046,W001,187,191.85532
2023-03-26,P0046,W002,361,334.55746
2023-03-26,P0046,W003,297,297.0793
2023-03-26,P0046,W004,173,170.04117
2023-03-26,P0046,W005,277,280.7513
2023-03-26,P0046,W006,210,221.28621
2023-03-26,P0047,W001,212,215.48149
2023-03-26,P0047,W002,189,199.05797
2023-03-26,P0047,W003,139,141.80916
2023-03-26,P0047,W004,287,277.78012
2023-03-26,P0047,W005,313,312.8053
2023-03-26,P0047,W006,121,131.20189
2023-03-26,P0048,W001,340,359.72293
2023-03-26,P0048,W002,576,639.49365
2023-03-26,P0048,W003,349,340.53113
2023-03-26,P0048,W004,364,359.094
2023-03-26,P0048,W005,525,513.7595
2023-03-26,P0048,W006,372,390.72546
2023-03-26,P0049,W001,378,368.73364
2023-03-26,P0049,W002,229,232.52167
2023-03-26,P0049,W003,281,310.64093
2023-03-26,P0049,W004,262,267.01788
2023-03-26,P0049,W005,230,254.38632
2023-03-26,P0049,W006,199,215.79633
2023-03-26,P0050,W001,613,623.6672
2023-03-26,P0050,W002,384,413.8349
2023-03-26,P0050,W003,412,416.41855
2023-03-26,P0050,W004,498,541.13605
2023-03-26,P0050,W005,336,332.43143
2023-03-26,P0050,W006,527,543.4848
2023-03-26,P0051,W001,263,298.15564
2023-03-26,P0051,W002,183,176.1549
2023-03-26,P0051,W003,441,455.82495
2023-03-26,P0051,W004,430,422.24304
2023-03-26,P0051,W005,248,255.80827
2023-03-26,P0051,W006,309,290.963
2023-03-26,P0052,W001,365,361.06683
2023-03-26,P0052,W002,388,403.87048
2023-03-26,P0052,W003,350,359.47763
2023-03-26,P0052,W004,447,443.43475
2023-03-26,P0052,W005,188,190.07002
2023-03-26,P0052,W006,525,506.228
2023-03-26,P0053,W001,196,178.73755
2023-03-26,P0053,W002,132,138.56575
2023-03-26,P0053,W003,109,105.58155
2023-03-26,P0053,W004,126,119.352455
2023-03-26,P0053,W005,111,114.19255
2023-03-26,P0053,W006,197,205.33711
2023-03-26,P0054,W001,415,379.97217
2023-03-26,P0054,W002,724,720.79987
2023-03-26,P0054,W003,254,251.10509
2023-03-26,P0054,W004,669,669.62885
2023-03-26,P0054,W005,433,406.8075
2023-03-26,P0054,W006,612,642.2069
2023-03-26,P0055,W001,575,575.9113
2023-03-26,P0055,W002,343,330.89645
2023-03-26,P0055,W003,342,334.01913
2023-03-26,P0055,W004,498,498.85864
2023-03-26,P0055,W005,647,627.70874
2023-03-26,P0055,W006,473,437.0521
2023-03-26,P0056,W001,288,283.49313
2023-03-26,P0056,W002,249,240.37607
2023-03-26,P0056,W003,132,136.31487
2023-03-26,P0056,W004,184,180.84283
2023-03-26,P0056,W005,350,357.9242
2023-03-26,P0056,W006,210,203.52866
2023-03-26,P0057,W001,657,630.4801
2023-03-26,P0057,W002,313,333.2503
2023-03-26,P0057,W003,304,277.07587
2023-03-26,P0057,W004,531,575.67413
2023-03-26,P0057,W005,279,255.4628
2023-03-26,P0057,W006,446,448.1097
2023-03-26,P0058,W001,549,559.35486
2023-03-26,P0058,W002,515,537.9589
2023-03-26,P0058,W003,291,298.91287
2023-03-26,P0058,W004,478,461.84134
2023-03-26,P0058,W005,381,400.6496
2023-03-26,P0058,W006,487,451.91714
2023-03-26,P0059,W001,259,252.36554
2023-03-26,P0059,W002,222,221.07718
2023-03-26,P0059,W003,155,150.98967
2023-03-26,P0059,W004,209,205.19829
2023-03-26,P0059,W005,297,311.22647
2023-03-26,P0059,W006,138,135.66257
2023-03-26,P0060,W001,288,275.28857
2023-03-26,P0060,W002,266,298.68268
2023-03-26,P0060,W003,299,301.7892
2023-03-26,P0060,W004,534,494.64087
2023-03-26,P0060,W005,339,338.9226
2023-03-26,P0060,W006,494,504.80246
2023-04-02,P0001,W001,97,104.05885
2023-04-02,P0001,W002,262,251.88089
2023-04-02,P0001,W003,148,130.58429
2023-04-02,P0001,W004,236,235.047
2023-04-02,P0001,W005,105,110.296265
2023-04-02,P0001,W006,131,128.85716
2023-04-02,P0002,W001,240,266.49347
2023-04-02,P0002,W002,160,173.22095
2023-04-02,P0002,W003,213,224.43904
2023-04-02,P0002,W004,286,257.94196
2023-04-02,P0002,W005,229,250.11218
2023-04-02,P0002,W006,243,246.49138
2023-04-02,P0003,W001,166,175.74997
2023-04-02,P0003,W002,149,154.39056
2023-04-02,P0003,W003,87,80.51986
2023-04-02,P0003,W004,165,165.74387
2023-04-02,P0003,W005,165,156.32059
2023-04-02,P0003,W006,141,148.33298
2023-04-02,P0004,W001,280,284.15228
2023-04-02,P0004,W002,585,588.83057
2023-04-02,P0004,W003,471,470.34772
2023-04-02,P0004,W004,441,469.3234
2023-04-02,P0004,W005,582,575.91113
2023-04-02,P0004,W006,365,368.58923
2023-04-02,P0005,W001,51,50.61364
2023-04-02,P0005,W002,86,82.44958
2023-04-02,P0005,W003,140,138.1251
2023-04-02,P0005,W004,137,126.33124
2023-04-02,P0005,W005,72,71.79262
2023-04-02,P0005,W006,80,83.3142
2023-04-02,P0006,W001,93,96.12674
2023-04-02,P0006,W002,120,126.84558
2023-04-02,P0006,W003,151,148.54414
2023-04-02,P0006,W004,75,70.24463
2023-04-02,P0006,W005,159,150.77484
2023-04-02,P0006,W006,102,114.67076
2023-04-02,P0007,W001,101,99.41601
2023-04-02,P0007,W002,246,256.28967
2023-04-02,P0007,W003,96,103.07492
2023-04-02,P0007,W004,261,257.38348
2023-04-02,P0007,W005,169,175.82767
2023-04-02,P0007,W006,91,97.831
2023-04-02,P0008,W001,196,191.69806
2023-04-02,P0008,W002,349,378.24927
2023-04-02,P0008,W003,240,235.97844
2023-04-02,P0008,W004,203,214.44846
2023-04-02,P0008,W005,223,234.27686
2023-04-02,P0008,W006,442,436.12595
2023-04-02,P0009,W001,99,97.83405
2023-04-02,P0009,W002,137,145.80374
2023-04-02,P0009,W003,205,208.87914
2023-04-02,P0009,W004,199,209.95195
2023-04-02,P0009,W005,252,250.0149
2023-04-02,P0009,W006,126,125.03854
2023-04-02,P0010,W001,626,618.9345
2023-04-02,P0010,W002,320,309.87817
2023-04-02,P0010,W003,634,657.5003
2023-04-02,P0010,W004,381,402.7187
2023-04-02,P0010,W005,518,544.4287
2023-04-02,P0010,W006,535,546.6255
2023-04-02,P0011,W001,124,119.552
2023-04-02,P0011,W002,118,111.885544
2023-04-02,P0011,W003,229,242.17444
2023-04-02,P0011,W004,101,109.116234
2023-04-02,P0011,W005,112,107.35869
2023-04-02,P0011,W006,201,203.12575
2023-04-02,P0012,W001,193,181.07378
2023-04-02,P0012,W002,158,173.91399
2023-04-02,P0012,W003,144,151.65875
2023-04-02,P0012,W004,150,168.18092
2023-04-02,P0012,W005,174,169.24712
2023-04-02,P0012,W006,153,151.0281
2023-04-02,P0013,W001,243,234.66464
2023-04-02,P0013,W002,436,473.9535
2023-04-02,P0013,W003,393,405.112
2023-04-02,P0013,W004,625,623.351
2023-04-02,P0013,W005,278,274.0375
2023-04-02,P0013,W006,214,232.2757
2023-04-02,P0014,W001,214,208.40857
2023-04-02,P0014,W002,155,161.91035
2023-04-02,P0014,W003,253,243.7814
2023-04-02,P0014,W004,296,286.50006
2023-04-02,P0014,W005,301,323.8701
2023-04-02,P0014,W006,139,143.83981
2023-04-02,P0015,W001,79,77.64971
2023-04-02,P0015,W002,177,172.87625
2023-04-02,P0015,W003,191,182.97911
2023-04-02,P0015,W004,198,217.59845
2023-04-02,P0015,W005,91,88.08157
2023-04-02,P0015,W006,83,85.040306
2023-04-02,P0016,W001,121,130.2692
2023-04-02,P0016,W002,94,99.2258
2023-04-02,P0016,W003,89,96.745094
2023-04-02,P0016,W004,147,136.42798
2023-04-02,P0016,W005,141,140.8893
2023-04-02,P0016,W006,133,142.16006
2023-04-02,P0017,W001,110,120.40875
2023-04-02,P0017,W002,300,290.21
2023-04-02,P0017,W003,261,257.839
2023-04-02,P0017,W004,138,154.50725
2023-04-02,P0017,W005,129,146.20996
2023-04-02,P0017,W006,157,184.97508
2023-04-02,P0018,W001,149,152.29851
2023-04-02,P0018,W002,81,82.56462
2023-04-02,P0018,W003,97,97.0176
2023-04-02,P0018,W004,63,69.35999
2023-04-02,P0018,W005,162,152.89987
2023-04-02,P0018,W006,94,94.53972
2023-04-02,P0019,W001,395,382.1249
2023-04-02,P0019,W002,330,339.28912
2023-04-02,P0019,W003,258,252.29823
2023-04-02,P0019,W004,661,662.76886
2023-04-02,P0019,W005,424,406.13928
2023-04-02,P0019,W006,647,631.38666
2023-04-02,P0020,W001,299,324.2412
2023-04-02,P0020,W002,391,379.55536
2023-04-02,P0020,W003,468,486.29678
2023-04-02,P0020,W004,351,351.67642
2023-04-02,P0020,W005,468,455.93613
2023-04-02,P0020,W006,549,552.5193
2023-04-02,P0021,W001,376,333.9592
2023-04-02,P0021,W002,379,359.67004
2023-04-02,P0021,W003,241,222.28487
2023-04-02,P0021,W004,207,204.58403
2023-04-02,P0021,W005,293,304.67667
2023-04-02,P0021,W006,296,303.38525
2023-04-02,P0022,W001,96,99.579506
2023-04-02,P0022,W002,85,94.690575
2023-04-02,P0022,W003,81,88.254845
2023-04-02,P0022,W004,75,75.277145
2023-04-02,P0022,W005,88,87.14449
2023-04-02,P0022,W006,77,81.321594
2023-04-02,P0023,W001,432,463.6441
2023-04-02,P0023,W002,589,627.81067
2023-04-02,P0023,W003,252,245.54576
2023-04-02,P0023,W004,474,490.651
2023-04-02,P0023,W005,423,396.52487
2023-04-02,P0023,W006,485,490.692
2023-04-02,P0024,W001,270,264.75095
2023-04-02,P0024,W002,331,284.4672
2023-04-02,P0024,W003,390,402.68506
2023-04-02,P0024,W004,545,563.88165
2023-04-02,P0024,W005,403,392.54807
2023-04-02,P0024,W006,492,501.24683
2023-04-02,P0025,W001,197,198.38194
2023-04-02,P0025,W002,234,234.6884
2023-04-02,P0025,W003,408,392.8224
2023-04-02,P0025,W004,438,463.76334
2023-04-02,P0025,W005,455,477.28632
2023-04-02,P0025,W006,201,202.66653
2023-04-02,P0026,W001,33,35.289757
2023-04-02,P0026,W002,59,59.143364
2023-04-02,P0026,W003,77,75.02038
2023-04-02,P0026,W004,57,59.848335
2023-04-02,P0026,W005,58,59.433525
2023-04-02,P0026,W006,91,87.93422
2023-04-02,P0027,W001,110,102.1579
2023-04-02,P0027,W002,154,140.49545
2023-04-02,P0027,W003,176,191.4183
2023-04-02,P0027,W004,170,160.65248
2023-04-02,P0027,W005,190,197.95517
2023-04-02,P0027,W006,225,227.12082
2023-04-02,P0028,W001,98,96.306366
2023-04-02,P0028,W002,60,59.81282
2023-04-02,P0028,W003,115,121.8993
2023-04-02,P0028,W004,102,107.512726
2023-04-02,P0028,W005,113,115.57428
