date,warehouse_id,avg_temperature_c,precipitation_mm,is_severe_weather
2024-07-02,W002,26.6,0.1,0
2024-07-03,W002,22.3,5.8,0
2024-07-04,W002,24.2,3.2,0
2024-07-05,W002,24.9,0.2,0
2024-07-06,W002,21.6,4.0,0
2024-07-07,W002,21.0,12.9,0
2024-07-08,W002,25.4,0.5,0
2024-07-09,W002,30.8,5.1,0
2024-07-10,W002,21.6,3.5,0
2024-07-11,W002,27.2,1.4,0
2024-07-12,W002,24.4,0.2,0
2024-07-13,W002,21.8,1.5,0
2024-07-14,W002,27.0,0.7,0
2024-07-15,W002,24.5,5.4,0
2024-07-16,W002,21.6,4.5,0
2024-07-17,W002,26.9,8.9,0
2024-07-18,W002,24.1,1.6,0
2024-07-19,W002,26.3,2.1,0
2024-07-20,W002,25.7,6.3,0
2024-07-21,W002,22.3,3.9,0
2024-07-22,W002,23.7,3.5,0
2024-07-23,W002,18.7,4.6,0
2024-07-24,W002,15.7,2.0,0
2024-07-25,W002,24.8,0.3,0
2024-07-26,W002,18.8,0.6,0
2024-07-27,W002,22.1,2.2,0
2024-07-28,W002,21.7,2.6,0
2024-07-29,W002,24.0,1.7,0
2024-07-30,W002,22.6,4.1,0
2024-07-31,W002,24.3,1.4,0
2024-08-01,W002,21.9,2.4,0
2024-08-02,W002,24.7,0.7,0
2024-08-03,W002,23.1,0.0,0
2024-08-04,W002,21.3,0.4,0
2024-08-05,W002,23.6,1.6,0
2024-08-06,W002,21.9,0.3,0
2024-08-07,W002,19.1,11.1,0
2024-08-08,W002,23.0,0.6,0
2024-08-09,W002,19.6,0.7,0
2024-08-10,W002,19.0,1.9,0
2024-08-11,W002,16.6,5.1,0
2024-08-12,W002,16.6,1.0,0
2024-08-13,W002,15.7,0.1,0
2024-08-14,W002,24.2,1.4,0
2024-08-15,W002,18.4,8.7,0
2024-08-16,W002,16.5,12.6,0
2024-08-17,W002,15.9,0.0,0
2024-08-18,W002,22.1,12.9,0
2024-08-19,W002,17.2,1.3,0
2024-08-20,W002,20.8,3.6,0
2024-08-21,W002,20.8,0.4,0
2024-08-22,W002,17.8,0.9,0
2024-08-23,W002,10.9,2.2,0
2024-08-24,W002,13.8,1.0,0
2024-08-25,W002,16.2,0.5,0
2024-08-26,W002,20.6,8.0,0
2024-08-27,W002,19.6,0.1,0
2024-08-28,W002,16.9,0.6,0
2024-08-29,W002,19.4,5.0,0
2024-08-30,W002,16.9,3.3,0
2024-08-31,W002,17.7,3.3,0
2024-09-01,W002,17.9,1.2,0
2024-09-02,W002,19.6,0.8,0
2024-09-03,W002,20.9,1.5,0
2024-09-04,W002,16.4,1.3,0
2024-09-05,W002,20.4,0.3,0
2024-09-06,W002,14.9,4.0,0
2024-09-07,W002,18.7,1.1,0
2024-09-08,W002,20.6,5.8,0
2024-09-09,W002,14.3,2.3,0
2024-09-10,W002,17.5,5.8,0
2024-09-11,W002,15.9,4.0,0
2024-09-12,W002,21.5,0.5,0
2024-09-13,W002,14.9,0.9,0
2024-09-14,W002,19.3,0.4,0
2024-09-15,W002,16.9,0.3,0
2024-09-16,W002,15.8,0.2,0
2024-09-17,W002,10.9,7.0,0
2024-09-18,W002,16.1,0.4,0
2024-09-19,W002,17.8,0.0,0
2024-09-20,W002,11.9,1.2,0
2024-09-21,W002,14.4,1.3,0
2024-09-22,W002,18.2,1.6,0
2024-09-23,W002,13.3,0.8,0
2024-09-24,W002,14.0,3.2,0
2024-09-25,W002,20.9,8.7,0
2024-09-26,W002,14.2,0.1,0
2024-09-27,W002,17.9,3.9,0
2024-09-28,W002,18.1,2.5,0
2024-09-29,W002,14.9,2.8,0
2024-09-30,W002,17.5,0.5,0
2024-10-01,W002,16.0,0.8,0
2024-10-02,W002,19.2,0.7,0
2024-10-03,W002,10.8,1.0,0
2024-10-04,W002,16.2,7.0,0
2024-10-05,W002,21.9,1.0,0
2024-10-06,W002,16.0,2.5,0
2024-10-07,W002,21.6,2.1,0
2024-10-08,W002,15.0,0.2,0
2024-10-09,W002,15.6,2.9,0
2024-10-10,W002,22.4,4.9,0
2024-10-11,W002,11.3,3.8,0
2024-10-12,W002,18.3,0.6,0
2024-10-13,W002,17.6,2.6,0
2024-10-14,W002,18.5,3.2,0
2024-10-15,W002,12.0,1.6,0
2024-10-16,W002,15.9,0.5,0
2024-10-17,W002,13.1,6.1,0
2024-10-18,W002,15.9,0.2,0
2024-10-19,W002,16.9,3.8,0
2024-10-20,W002,15.5,1.5,0
2024-10-21,W002,20.1,2.0,0
2024-10-22,W002,18.9,0.1,0
2024-10-23,W002,16.8,2.2,0
2024-10-24,W002,13.1,0.2,0
2024-10-25,W002,20.6,1.3,0
2024-10-26,W002,14.3,12.3,0
2024-10-27,W002,19.8,1.3,0
2024-10-28,W002,16.9,5.8,0
2024-10-29,W002,14.1,1.8,0
2024-10-30,W002,18.8,2.4,0
2024-10-31,W002,25.1,0.3,0
2024-11-01,W002,15.9,1.0,0
2024-11-02,W002,16.4,0.0,0
2024-11-03,W002,19.5,3.7,0
2024-11-04,W002,18.6,2.3,0
2024-11-05,W002,21.4,1.5,0
2024-11-06,W002,11.7,1.2,0
2024-11-07,W002,17.0,0.9,0
2024-11-08,W002,20.1,0.1,0
2024-11-09,W002,20.5,7.2,0
2024-11-10,W002,12.4,0.0,0
2024-11-11,W002,19.4,9.6,0
2024-11-12,W002,18.5,2.2,0
2024-11-13,W002,16.0,1.8,0
2024-11-14,W002,12.7,0.5,0
2024-11-15,W002,17.3,2.7,0
2024-11-16,W002,16.7,0.3,0
2024-11-17,W002,16.7,3.6,0
2024-11-18,W002,15.8,0.6,0
2024-11-19,W002,23.3,6.0,0
2024-11-20,W002,21.5,3.4,0
2024-11-21,W002,18.6,0.6,0
2024-11-22,W002,20.6,1.2,0
2024-11-23,W002,22.4,0.1,0
2024-11-24,W002,20.4,0.3,0
2024-11-25,W002,27.7,0.9,0
2024-11-26,W002,18.1,2.9,0
2024-11-27,W002,22.9,1.3,0
2024-11-28,W002,19.3,5.3,0
2024-11-29,W002,22.2,5.5,0
2024-11-30,W002,18.3,0.9,0
2024-12-01,W002,20.7,0.3,0
2024-12-02,W002,23.1,1.3,0
2024-12-03,W002,25.8,0.0,0
2024-12-04,W002,23.2,3.9,0
2024-12-05,W002,16.6,0.3,0
2024-12-06,W002,23.3,0.3,0
2024-12-07,W002,18.6,0.0,0
2024-12-08,W002,22.7,0.7,0
2024-12-09,W002,22.8,6.8,0
2024-12-10,W002,22.5,2.2,0
2024-12-11,W002,22.3,1.0,0
2024-12-12,W002,24.9,2.8,0
2024-12-13,W002,20.7,0.8,0
2024-12-14,W002,16.9,0.6,0
2024-12-15,W002,18.4,2.1,0
2024-12-16,W002,22.2,0.3,0
2024-12-17,W002,30.3,1.5,0
2024-12-18,W002,23.5,0.7,0
2024-12-19,W002,20.5,0.3,0
2024-12-20,W002,26.7,5.9,0
2024-12-21,W002,24.8,1.3,0
2024-12-22,W002,27.4,1.4,0
2024-12-23,W002,26.8,1.8,0
2024-12-24,W002,27.1,0.2,0
2024-12-25,W002,25.2,3.6,0
2024-12-26,W002,22.5,5.3,0
2024-12-27,W002,22.8,7.8,0
2024-12-28,W002,23.7,1.3,0
2024-12-29,W002,26.8,4.4,0
2024-12-30,W002,26.2,3.3,0
2024-12-31,W002,28.7,0.2,0
2025-01-01,W002,27.1,2.9,0
2025-01-02,W002,29.2,0.2,0
2025-01-03,W002,23.5,4.4,0
2025-01-04,W002,26.3,4.3,0
2025-01-05,W002,23.4,0.8,0
2025-01-06,W002,25.8,2.0,0
2025-01-07,W002,24.2,4.0,0
2025-01-08,W002,33.0,0.8,0
2025-01-09,W002,26.6,2.2,0
2025-01-10,W002,23.2,2.8,0
2025-01-11,W002,32.7,0.1,0
2025-01-12,W002,32.4,3.0,0
2025-01-13,W002,29.0,0.4,0
2025-01-14,W002,32.7,0.7,0
2025-01-15,W002,25.2,0.1,0
2025-01-16,W002,29.2,3.0,0
2025-01-17,W002,27.1,0.2,0
2025-01-18,W002,26.3,3.6,0
2025-01-19,W002,31.2,2.7,0
2025-01-20,W002,31.4,6.5,0
2025-01-21,W002,28.1,0.2,0
2025-01-22,W002,35.0,0.6,0
2025-01-23,W002,33.6,0.7,0
2025-01-24,W002,35.9,3.7,0
2025-01-25,W002,34.1,2.6,0
2025-01-26,W002,29.4,0.4,0
2025-01-27,W002,30.5,0.0,0
2025-01-28,W002,35.1,0.4,0
2025-01-29,W002,31.5,3.8,0
2025-01-30,W002,30.0,0.9,0
2025-01-31,W002,33.0,1.7,0
2025-02-01,W002,29.0,0.9,0
2025-02-02,W002,29.1,0.1,0
2025-02-03,W002,28.3,3.1,0
2025-02-04,W002,30.3,1.8,0
2025-02-05,W002,35.6,12.5,0
2025-02-06,W002,34.6,0.1,0
2025-02-07,W002,34.0,4.6,0
2025-02-08,W002,30.3,0.7,0
2025-02-09,W002,35.5,1.3,0
2025-02-10,W002,34.9,3.6,0
2025-02-11,W002,31.9,0.9,0
2025-02-12,W002,30.4,2.8,0
2025-02-13,W002,35.9,2.5,0
2025-02-14,W002,34.6,2.9,0
2025-02-15,W002,36.4,5.0,0
2025-02-16,W002,39.6,3.8,0
2025-02-17,W002,31.2,2.0,0
2025-02-18,W002,34.5,2.2,0
2025-02-19,W002,37.9,2.0,0
2025-02-20,W002,36.3,0.2,0
2025-02-21,W002,34.2,0.9,0
2025-02-22,W002,33.0,2.7,0
2025-02-23,W002,31.7,0.7,0
2025-02-24,W002,33.3,0.2,0
2025-02-25,W002,33.6,2.5,0
2025-02-26,W002,34.8,2.7,0
2025-02-27,W002,33.5,1.6,0
2025-02-28,W002,37.9,1.5,0
2025-03-01,W002,34.6,7.3,0
2025-03-02,W002,31.8,1.1,0
2025-03-03,W002,37.9,3.6,0
2025-03-04,W002,33.7,0.3,0
2025-03-05,W002,39.4,0.2,0
2025-03-06,W002,35.5,1.7,0
2025-03-07,W002,35.5,2.3,0
2025-03-08,W002,39.7,0.3,0
2025-03-09,W002,38.4,1.2,0
2025-03-10,W002,30.5,0.1,0
2025-03-11,W002,38.0,4.9,0
2025-03-12,W002,37.9,2.0,0
2025-03-13,W002,35.7,0.3,0
2025-03-14,W002,34.1,0.3,0
2025-03-15,W002,30.3,3.5,0
2025-03-16,W002,38.4,1.6,0
2025-03-17,W002,36.2,4.6,0
2025-03-18,W002,40.2,2.9,0
2025-03-19,W002,33.3,4.1,0
2025-03-20,W002,34.2,1.0,0
2025-03-21,W002,35.4,2.1,0
2025-03-22,W002,32.1,3.7,0
2025-03-23,W002,34.7,1.0,0
2025-03-24,W002,36.0,1.4,0
2025-03-25,W002,33.2,0.8,0
2025-03-26,W002,29.7,1.8,0
2025-03-27,W002,38.0,0.1,0
2025-03-28,W002,33.2,3.6,0
2025-03-29,W002,34.3,0.9,0
2025-03-30,W002,39.1,2.1,0
2025-03-31,W002,38.8,0.2,0
2025-04-01,W002,34.7,1.4,0
2025-04-02,W002,29.4,5.4,0
2025-04-03,W002,33.9,1.0,0
2025-04-04,W002,33.5,0.1,0
2025-04-05,W002,38.2,0.4,0
2025-04-06,W002,37.5,1.8,0
2025-04-07,W002,38.0,0.3,0
2025-04-08,W002,34.8,4.0,0
2025-04-09,W002,41.1,3.3,0
2025-04-10,W002,35.9,1.1,0
2025-04-11,W002,34.9,0.2,0
2025-04-12,W002,37.2,0.0,0
2025-04-13,W002,36.2,1.9,0
2025-04-14,W002,37.5,3.2,0
2025-04-15,W002,36.7,0.3,0
2025-04-16,W002,36.8,0.6,0
2025-04-17,W002,32.0,0.1,0
2025-04-18,W002,37.8,0.7,0
2025-04-19,W002,32.6,0.2,0
2025-04-20,W002,36.1,2.3,0
2025-04-21,W002,39.6,1.6,0
2025-04-22,W002,42.7,4.4,1
2025-04-23,W002,36.6,1.1,0
2025-04-24,W002,35.7,2.0,0
2025-04-25,W002,31.2,4.1,0
2025-04-26,W002,34.5,0.4,0
2025-04-27,W002,33.9,0.4,0
2025-04-28,W002,38.4,2.7,0
2025-04-29,W002,33.9,5.0,0
2025-04-30,W002,34.8,1.1,0
2025-05-01,W002,30.1,0.0,0
2025-05-02,W002,38.3,0.1,0
2025-05-03,W002,37.4,0.3,0
2025-05-04,W002,33.3,1.6,0
2025-05-05,W002,31.7,6.3,0
2025-05-06,W002,33.5,1.2,0
2025-05-07,W002,31.5,0.3,0
2025-05-08,W002,35.1,5.1,0
2025-05-09,W002,31.1,3.7,0
2025-05-10,W002,32.4,1.4,0
2025-05-11,W002,33.0,1.8,0
2025-05-12,W002,31.0,4.0,0
2025-05-13,W002,30.4,0.7,0
2025-05-14,W002,34.5,2.1,0
2025-05-15,W002,30.5,2.6,0
2025-05-16,W002,33.1,2.6,0
2025-05-17,W002,35.6,2.3,0
2025-05-18,W002,35.2,0.7,0
2025-05-19,W002,36.3,0.1,0
2025-05-20,W002,34.9,1.3,0
2025-05-21,W002,33.3,3.9,0
2025-05-22,W002,40.5,6.9,0
2025-05-23,W002,30.7,0.8,0
2025-05-24,W002,32.6,1.0,0
2025-05-25,W002,35.5,1.8,0
2025-05-26,W002,30.8,3.6,0
2025-05-27,W002,29.1,0.9,0
2025-05-28,W002,32.6,0.2,0
2025-05-29,W002,32.7,0.7,0
2025-05-30,W002,34.5,1.1,0
2025-05-31,W002,22.1,5.6,0
2025-06-01,W002,33.9,0.1,0
2025-06-02,W002,32.7,0.2,0
2025-06-03,W002,32.5,1.2,0
2025-06-04,W002,34.3,0.6,0
2025-06-05,W002,22.2,1.8,0
2025-06-06,W002,32.7,0.5,0
2025-06-07,W002,23.9,2.3,0
2025-06-08,W002,34.1,1.9,0
2025-06-09,W002,25.3,0.1,0
2025-06-10,W002,30.8,1.8,0
2025-06-11,W002,29.2,0.8,0
2025-06-12,W002,31.3,13.5,0
2025-06-13,W002,26.2,3.3,0
2025-06-14,W002,36.3,5.0,0
2025-06-15,W002,26.9,0.7,0
2025-06-16,W002,33.1,2.0,0
2025-06-17,W002,26.1,5.5,0
2025-06-18,W002,26.9,1.0,0
2025-06-19,W002,27.3,2.8,0
2025-06-20,W002,25.7,0.1,0
2025-06-21,W002,29.8,2.9,0
2025-06-22,W002,25.2,1.2,0
2025-06-23,W002,24.9,1.4,0
2025-06-24,W002,30.6,0.3,0
2025-06-25,W002,21.5,2.4,0
2025-06-26,W002,25.8,1.8,0
2025-06-27,W002,27.9,0.1,0
2025-06-28,W002,29.3,3.5,0
2025-06-29,W002,29.0,0.5,0
2025-06-30,W002,26.4,1.4,0
2025-07-01,W002,27.2,5.1,0
2025-07-02,W002,26.9,3.3,0
2025-07-03,W002,26.1,1.6,0
2025-07-04,W002,28.9,0.9,0
2025-07-05,W002,26.7,1.6,0
2025-07-06,W002,20.5,1.3,0
2025-07-07,W002,27.8,0.4,0
2025-07-08,W002,19.9,2.1,0
2025-07-09,W002,24.7,0.6,0
2025-07-10,W002,25.5,3.9,0
2025-07-11,W002,20.9,11.2,0
2025-07-12,W002,21.9,2.4,0
2025-07-13,W002,27.7,7.2,0
2025-07-14,W002,22.2,2.0,0
2025-07-15,W002,26.6,0.5,0
2025-07-16,W002,24.3,0.4,0
2025-07-17,W002,28.0,1.4,0
2025-07-18,W002,23.9,0.2,0
2025-07-19,W002,20.8,2.9,0
2025-07-20,W002,20.8,0.7,0
2025-07-21,W002,29.8,7.3,0
2025-07-22,W002,22.6,0.4,0
2025-07-23,W002,22.9,3.5,0
2025-07-24,W002,20.9,3.1,0
2025-07-25,W002,26.1,0.7,0
2025-07-26,W002,20.9,1.5,0
2025-07-27,W002,16.8,2.1,0
2025-07-28,W002,25.1,1.6,0
2025-07-29,W002,15.4,5.5,0
2025-07-30,W002,19.1,4.3,0
2025-07-31,W002,20.9,1.6,0
2025-08-01,W002,23.9,0.1,0
2025-08-02,W002,19.9,0.1,0
2025-08-03,W002,22.9,3.6,0
2025-08-04,W002,22.4,1.2,0
2025-08-05,W002,21.1,0.5,0
2025-08-06,W002,17.8,0.3,0
2025-08-07,W002,20.1,2.4,0
2025-08-08,W002,20.7,3.4,0
2025-08-09,W002,22.1,2.3,0
2025-08-10,W002,19.8,7.9,0
2025-08-11,W002,19.6,1.8,0
2025-08-12,W002,15.6,4.8,0
2025-08-13,W002,19.5,1.0,0
2025-08-14,W002,20.4,22.1,1
2025-08-15,W002,21.8,2.0,0
2025-08-16,W002,14.5,5.1,0
2025-08-17,W002,21.1,0.4,0
2025-08-18,W002,15.9,1.2,0
2025-08-19,W002,17.2,1.3,0
2025-08-20,W002,16.8,0.6,0
2025-08-21,W002,22.2,1.6,0
2025-08-22,W002,15.0,4.1,0
2025-08-23,W002,18.7,2.3,0
2025-08-24,W002,18.4,0.6,0
2025-08-25,W002,15.7,0.4,0
2025-08-26,W002,12.1,4.5,0
2025-08-27,W002,18.3,4.8,0
2025-08-28,W002,15.4,0.3,0
2025-08-29,W002,17.6,0.8,0
2025-08-30,W002,19.1,1.5,0
2025-08-31,W002,14.7,1.4,0
2025-09-01,W002,21.1,4.6,0
2025-09-02,W002,16.6,5.7,0
2025-09-03,W002,15.7,6.5,0
2025-09-04,W002,17.3,0.1,0
2025-09-05,W002,11.5,3.5,0
2025-09-06,W002,16.8,0.6,0
2025-09-07,W002,15.0,6.0,0
2025-09-08,W002,22.9,0.1,0
2025-09-09,W002,15.0,0.6,0
2025-09-10,W002,15.3,0.2,0
2025-09-11,W002,16.7,10.3,0
2025-09-12,W002,21.2,1.3,0
2025-09-13,W002,21.2,2.2,0
2025-09-14,W002,20.1,1.2,0
2025-09-15,W002,17.9,1.4,0
2025-09-16,W002,16.6,0.4,0
2025-09-17,W002,15.1,1.5,0
2025-09-18,W002,15.4,0.3,0
2025-09-19,W002,9.0,0.1,0
2025-09-20,W002,14.9,1.5,0
2025-09-21,W002,14.0,3.6,0
2025-09-22,W002,16.1,1.1,0
2025-09-23,W002,22.6,3.3,0
2025-09-24,W002,9.6,0.2,0
2025-09-25,W002,15.6,1.8,0
2025-09-26,W002,18.8,6.9,0
2025-09-27,W002,14.7,1.1,0
2025-09-28,W002,20.6,1.0,0
2025-09-29,W002,17.7,0.6,0
2025-09-30,W002,18.0,0.6,0
2025-10-01,W002,12.9,1.0,0
2025-10-02,W002,19.2,0.3,0
2025-10-03,W002,11.7,0.3,0
2025-10-04,W002,16.5,5.2,0
2025-10-05,W002,20.6,0.6,0
2025-10-06,W002,19.5,2.2,0
2025-10-07,W002,22.4,2.7,0
2025-10-08,W002,17.0,0.7,0
2025-10-09,W002,18.9,2.4,0
2025-10-10,W002,12.3,0.8,0
2025-10-11,W002,9.9,1.6,0
2025-10-12,W002,15.8,0.2,0
2025-10-13,W002,17.4,1.9,0
2025-10-14,W002,18.5,0.1,0
2025-10-15,W002,17.0,2.1,0
2025-10-16,W002,22.1,0.1,0
2025-10-17,W002,16.9,1.1,0
2025-10-18,W002,12.4,2.1,0
2025-10-19,W002,21.5,0.2,0
2025-10-20,W002,16.5,4.7,0
2025-10-21,W002,21.5,14.6,0
2025-10-22,W002,16.8,1.1,0
2025-10-23,W002,15.5,0.8,0
2025-10-24,W002,15.2,0.8,0
2025-10-25,W002,16.8,4.8,0
2025-10-26,W002,17.0,1.1,0
2025-10-27,W002,16.4,9.1,0
2025-10-28,W002,13.1,0.2,0
2025-10-29,W002,17.4,2.7,0
2025-10-30,W002,17.7,2.3,0
2025-10-31,W002,17.4,5.4,0
2025-11-01,W002,21.4,4.5,0
2025-11-02,W002,24.2,0.6,0
2025-11-03,W002,22.8,1.0,0
2025-11-04,W002,18.9,1.3,0
2025-11-05,W002,16.5,8.0,0
2025-11-06,W002,16.7,0.1,0
2025-11-07,W002,16.5,3.6,0
2025-11-08,W002,17.9,2.3,0
2025-11-09,W002,14.2,0.9,0
2025-11-10,W002,14.8,0.0,0
2025-11-11,W002,19.8,1.3,0
2025-11-12,W002,19.3,0.2,0
2025-11-13,W002,19.3,0.5,0
2025-11-14,W002,21.4,4.9,0
2025-11-15,W002,22.1,4.3,0
2025-11-16,W002,16.7,1.9,0
2025-11-17,W002,22.8,3.3,0
2025-11-18,W002,21.0,8.6,0
2025-11-19,W002,23.7,0.5,0
2025-11-20,W002,21.1,0.5,0
2025-11-21,W002,22.1,0.9,0
2025-11-22,W002,14.3,2.4,0
2025-11-23,W002,17.0,1.1,0
2025-11-24,W002,17.2,0.3,0
2025-11-25,W002,23.5,0.3,0
2025-11-26,W002,16.0,0.8,0
2025-11-27,W002,19.8,1.8,0
2025-11-28,W002,19.1,1.5,0
2025-11-29,W002,18.9,5.1,0
2025-11-30,W002,15.3,1.2,0
2025-12-01,W002,21.4,3.5,0
2025-12-02,W002,21.6,3.1,0
2025-12-03,W002,24.1,0.2,0
2025-12-04,W002,21.4,0.1,0
2025-12-05,W002,23.7,1.2,0
2025-12-06,W002,24.3,0.7,0
2025-12-07,W002,20.9,1.0,0
2025-12-08,W002,28.3,0.3,0
2025-12-09,W002,21.9,0.5,0
2025-12-10,W002,19.8,2.0,0
2025-12-11,W002,29.5,0.9,0
2025-12-12,W002,26.3,1.8,0
2025-12-13,W002,23.2,1.4,0
2025-12-14,W002,20.9,2.8,0
2025-12-15,W002,22.8,0.9,0
2025-12-16,W002,23.2,1.5,0
2025-12-17,W002,24.8,2.6,0
2025-12-18,W002,25.9,0.2,0
2025-12-19,W002,25.2,0.2,0
2025-12-20,W002,22.8,0.7,0
2025-12-21,W002,28.6,6.6,0
2025-12-22,W002,24.7,5.2,0
2025-12-23,W002,23.0,0.5,0
2025-12-24,W002,22.1,1.3,0
2025-12-25,W002,29.0,1.0,0
2025-12-26,W002,26.3,2.8,0
2025-12-27,W002,30.6,3.3,0
2025-12-28,W002,28.8,0.4,0
2025-12-29,W002,24.6,0.6,0
2025-12-30,W002,28.4,0.2,0
2025-12-31,W002,22.1,2.5,0
2023-01-01,W003,17.2,0.2,0
2023-01-02,W003,12.4,0.5,0
2023-01-03,W003,18.3,1.2,0
2023-01-04,W003,17.6,0.3,0
2023-01-05,W003,21.3,2.4,0
2023-01-06,W003,15.1,2.6,0
2023-01-07,W003,15.7,2.2,0
2023-01-08,W003,16.6,2.2,0
2023-01-09,W003,14.8,4.3,0
2023-01-10,W003,19.5,3.8,0
2023-01-11,W003,19.1,1.7,0
2023-01-12,W003,16.4,1.3,0
2023-01-13,W003,21.2,9.8,0
2023-01-14,W003,17.4,7.4,0
2023-01-15,W003,14.1,1.9,0
2023-01-16,W003,14.5,1.0,0
2023-01-17,W003,15.0,0.6,0
2023-01-18,W003,14.1,2.3,0
2023-01-19,W003,17.7,3.1,0
2023-01-20,W003,17.0,1.0,0
2023-01-21,W003,16.5,0.5,0
2023-01-22,W003,18.6,0.3,0
2023-01-23,W003,24.0,0.4,0
2023-01-24,W003,23.7,3.4,0
2023-01-25,W003,17.4,3.4,0
2023-01-26,W003,20.6,0.0,0
2023-01-27,W003,22.6,1.7,0
2023-01-28,W003,19.7,1.6,0
2023-01-29,W003,21.1,0.2,0
2023-01-30,W003,24.0,0.1,0
2023-01-31,W003,20.4,1.5,0
2023-02-01,W003,21.3,0.1,0
2023-02-02,W003,20.8,4.7,0
2023-02-03,W003,20.0,2.5,0
2023-02-04,W003,20.8,4.2,0
2023-02-05,W003,23.5,4.9,0
2023-02-06,W003,20.3,2.1,0
2023-02-07,W003,20.2,0.7,0
2023-02-08,W003,15.2,6.8,0
2023-02-09,W003,20.8,0.8,0
2023-02-10,W003,19.5,0.1,0
2023-02-11,W003,19.3,0.2,0
2023-02-12,W003,24.4,0.1,0
2023-02-13,W003,26.5,1.2,0
2023-02-14,W003,23.4,2.6,0
2023-02-15,W003,25.4,0.2,0
2023-02-16,W003,20.8,1.8,0
2023-02-17,W003,24.7,5.7,0
2023-02-18,W003,24.3,1.6,0
2023-02-19,W003,26.1,4.6,0
2023-02-20,W003,19.3,0.4,0
2023-02-21,W003,20.7,3.3,0
2023-02-22,W003,22.7,11.2,0
2023-02-23,W003,22.2,0.6,0
2023-02-24,W003,19.0,3.8,0
2023-02-25,W003,17.8,2.2,0
2023-02-26,W003,18.6,3.1,0
2023-02-27,W003,18.6,6.4,0
2023-02-28,W003,29.1,1.2,0
2023-03-01,W003,24.5,1.7,0
2023-03-02,W003,28.8,0.4,0
2023-03-03,W003,28.6,1.0,0
2023-03-04,W003,19.6,0.2,0
2023-03-05,W003,23.4,0.4,0
2023-03-06,W003,26.5,0.7,0
2023-03-07,W003,25.8,0.9,0
2023-03-08,W003,27.9,0.6,0
2023-03-09,W003,23.9,0.9,0
2023-03-10,W003,24.1,3.6,0
2023-03-11,W003,22.1,1.4,0
2023-03-12,W003,26.9,1.2,0
2023-03-13,W003,26.4,0.9,0
2023-03-14,W003,25.3,1.1,0
2023-03-15,W003,27.1,2.7,0
2023-03-16,W003,20.3,6.6,0
2023-03-17,W003,19.7,1.1,0
2023-03-18,W003,26.6,0.8,0
2023-03-19,W003,30.3,3.9,0
2023-03-20,W003,22.8,0.7,0
2023-03-21,W003,29.6,1.3,0
2023-03-22,W003,22.9,2.7,0
2023-03-23,W003,26.0,2.7,0
2023-03-24,W003,24.1,11.9,0
2023-03-25,W003,24.8,0.6,0
2023-03-26,W003,30.5,3.1,0
2023-03-27,W003,23.2,0.2,0
2023-03-28,W003,26.8,5.1,0
2023-03-29,W003,27.3,1.3,0
2023-03-30,W003,23.7,2.2,0
2023-03-31,W003,20.1,0.0,0
2023-04-01,W003,22.7,0.7,0
2023-04-02,W003,28.8,0.5,0
2023-04-03,W003,29.3,0.8,0
2023-04-04,W003,31.8,3.9,0
2023-04-05,W003,21.9,3.1,0
2023-04-06,W003,29.4,0.6,0
2023-04-07,W003,29.1,3.1,0
2023-04-08,W003,27.2,1.4,0
2023-04-09,W003,26.7,2.8,0
2023-04-10,W003,25.7,0.2,0
2023-04-11,W003,24.7,2.2,0
2023-04-12,W003,22.9,1.3,0
2023-04-13,W003,24.3,3.6,0
2023-04-14,W003,25.7,1.8,0
2023-04-15,W003,27.4,0.4,0
2023-04-16,W003,24.2,0.3,0
2023-04-17,W003,25.6,1.7,0
2023-04-18,W003,27.4,2.1,0
2023-04-19,W003,24.6,0.7,0
2023-04-20,W003,23.3,1.6,0
2023-04-21,W003,26.0,1.8,0
2023-04-22,W003,28.1,2.1,0
2023-04-23,W003,27.1,1.1,0
2023-04-24,W003,27.3,0.0,0
2023-04-25,W003,26.1,2.5,0
2023-04-26,W003,22.1,0.0,0
2023-04-27,W003,22.2,2.8,0
2023-04-28,W003,23.9,1.0,0
2023-04-29,W003,25.5,2.3,0
2023-04-30,W003,28.0,0.5,0
2023-05-01,W003,16.1,4.6,0
2023-05-02,W003,30.3,1.0,0
2023-05-03,W003,23.9,1.8,0
2023-05-04,W003,21.6,1.3,0
2023-05-05,W003,25.5,1.2,0
2023-05-06,W003,31.9,0.4,0
2023-05-07,W003,22.3,1.2,0
2023-05-08,W003,27.8,0.6,0
2023-05-09,W003,26.4,3.8,0
2023-05-10,W003,23.5,0.1,0
2023-05-11,W003,21.1,1.7,0
2023-05-12,W003,22.3,5.4,0
2023-05-13,W003,18.5,3.3,0
2023-05-14,W003,19.4,1.1,0
2023-05-15,W003,19.3,2.3,0
2023-05-16,W003,25.7,2.5,0
2023-05-17,W003,25.5,0.5,0
2023-05-18,W003,20.6,0.1,0
2023-05-19,W003,20.0,5.1,0
2023-05-20,W003,22.8,10.8,0
2023-05-21,W003,17.5,1.0,0
2023-05-22,W003,21.5,3.8,0
2023-05-23,W003,27.5,1.1,0
2023-05-24,W003,23.8,1.1,0
2023-05-25,W003,17.4,1.9,0
2023-05-26,W003,16.6,1.6,0
2023-05-27,W003,25.3,4.4,0
2023-05-28,W003,17.4,0.5,0
2023-05-29,W003,21.7,0.2,0
2023-05-30,W003,21.0,1.2,0
